Barrio;Año;Trimestre;Valor;Ambientes;Estado
Vélez Sarsfield;2021;3;1962.38;2;Usado
Villa Crespo;2021;3;2314.59;2;Usado
Villa del Parque;2021;3;2293.33;2;Usado
Villa Devoto;2021;3;2402.22;2;Usado
Villa Gral. Mitre;2021;3;2022.67;2;Usado
Villa Luro;2021;3;2242.45;2;Usado
Villa Ortúzar;2021;3;2477.96;2;Usado
Villa Pueyrredón;2021;3;2487.52;2;Usado
Villa Santa Rita;2021;3;2169.62;2;Usado
Villa Urquiza;2021;3;2732.36;2;Usado
Agronomía;2021;4;2101.68;2;Usado
Almagro;2021;4;2107.07;2;Usado
Balvanera;2021;4;1796.08;2;Usado
Barracas;2021;4;2003.9;2;Usado
Belgrano;2021;4;2735.53;2;Usado
Boca;2021;4;1588.31;2;Usado
Boedo;2021;4;2045.41;2;Usado
Caballito;2021;4;2314.41;2;Usado
Chacarita;2021;4;2404.7;2;Usado
Coghlan;2021;4;2646.52;2;Usado
Colegiales;2021;4;2507.69;2;Usado
Constitución;2021;4;1571.49;2;Usado
Flores;2021;4;2024.13;2;Usado
Floresta;2021;4;1803.18;2;Usado
Liniers;2021;4;1983.29;2;Usado
Mataderos;2021;4;1961.88;2;Usado
Monte Castro;2021;4;2183.71;2;Usado
Montserrat;2021;4;1887.59;2;Usado
Nueva Pompeya;2021;4;1602.68;2;Usado
Núñez;2021;4;2919.89;2;Usado
Palermo;2021;4;2847.98;2;Usado
Parque Avellaneda;2021;4;1817.66;2;Usado
Parque Chacabuco;2021;4;2254.31;2;Usado
Parque Chas;2021;4;2276.33;2;Usado
Parque Patricios;2021;4;1991.59;2;Usado
Puerto Madero;2021;4;5429.66;2;Usado
Recoleta;2021;4;2623.49;2;Usado
Retiro;2021;4;2364.06;2;Usado
Saavedra;2021;4;2585.76;2;Usado
San Cristóbal;2021;4;1936.83;2;Usado
San Nicolás;2021;4;1955.46;2;Usado
San Telmo;2021;4;2037.32;2;Usado
Vélez Sarsfield;2021;4;1895.3;2;Usado
Villa Crespo;2021;4;2261.56;2;Usado
Villa del Parque;2021;4;2219.04;2;Usado
Villa Devoto;2021;4;2287.89;2;Usado
Villa Gral. Mitre;2021;4;2043.27;2;Usado
Villa Luro;2021;4;2198.79;2;Usado
Villa Ortúzar;2021;4;2453.06;2;Usado
Villa Pueyrredón;2021;4;2441.29;2;Usado
Villa Santa Rita;2021;4;2114.25;2;Usado
Villa Urquiza;2021;4;2673.98;2;Usado
Agronomía;2022;1;2071.38;2;Usado
Almagro;2022;1;2071.74;2;Usado
Balvanera;2022;1;1744.11;2;Usado
Barracas;2022;1;2035.89;2;Usado
Belgrano;2022;1;2703.4;2;Usado
Boca;2022;1;1522.75;2;Usado
Boedo;2022;1;1979.63;2;Usado
Caballito;2022;1;2261.95;2;Usado
Chacarita;2022;1;2288.03;2;Usado
Coghlan;2022;1;2535.8;2;Usado
Colegiales;2022;1;2495.34;2;Usado
Constitución;2022;1;1566.7;2;Usado
Flores;2022;1;1949.76;2;Usado
Floresta;2022;1;1769.07;2;Usado
Liniers;2022;1;1956.14;2;Usado
Mataderos;2022;1;1947.12;2;Usado
Monte Castro;2022;1;2105.67;2;Usado
Montserrat;2022;1;1786.04;2;Usado
Nueva Pompeya;2022;1;1571.27;2;Usado
Núñez;2022;1;2780.49;2;Usado
Palermo;2022;1;2768.87;2;Usado
Parque Avellaneda;2022;1;1680.73;2;Usado
Parque Chacabuco;2022;1;2158.07;2;Usado
Parque Chas;2022;1;2327.59;2;Usado
Parque Patricios;2022;1;1808.82;2;Usado
Puerto Madero;2022;1;5498.73;2;Usado
Recoleta;2022;1;2556.21;2;Usado
Retiro;2022;1;2337.71;2;Usado
Saavedra;2022;1;2518.08;2;Usado
San Cristóbal;2022;1;1900.07;2;Usado
San Nicolás;2022;1;1849.81;2;Usado
San Telmo;2022;1;2056.35;2;Usado
Vélez Sarsfield;2022;1;1885.35;2;Usado
Villa Crespo;2022;1;2219.32;2;Usado
Villa del Parque;2022;1;2197.54;2;Usado
Villa Devoto;2022;1;2193.98;2;Usado
Villa Gral. Mitre;2022;1;1942.44;2;Usado
Villa Luro;2022;1;2128.78;2;Usado
Villa Ortúzar;2022;1;2440.81;2;Usado
Villa Pueyrredón;2022;1;2315.43;2;Usado
Villa Santa Rita;2022;1;2039.73;2;Usado
Villa Urquiza;2022;1;2578.9;2;Usado
Agronomía;2022;2;2049.32;2;Usado
Almagro;2022;2;2023.87;2;Usado
Balvanera;2022;2;1702.38;2;Usado
Barracas;2022;2;1986.76;2;Usado
Belgrano;2022;2;2647.65;2;Usado
Boca;2022;2;1492.84;2;Usado
Boedo;2022;2;1907.79;2;Usado
Caballito;2022;2;2212.05;2;Usado
Chacarita;2022;2;2229.15;2;Usado
Coghlan;2022;2;2442.35;2;Usado
Colegiales;2022;2;2448.19;2;Usado
Constitución;2022;2;1537.1;2;Usado
Flores;2022;2;1931.1;2;Usado
Floresta;2022;2;1696.47;2;Usado
Liniers;2022;2;1876.35;2;Usado
Mataderos;2022;2;1963.41;2;Usado
Monte Castro;2022;2;2113.98;2;Usado
Montserrat;2022;2;1787.88;2;Usado
Nueva Pompeya;2022;2;1575.6;2;Usado
Núñez;2022;2;2699.91;2;Usado
Palermo;2022;2;2747.52;2;Usado
Parque Avellaneda;2022;2;1694.81;2;Usado
Parque Chacabuco;2022;2;2144.68;2;Usado
Parque Chas;2022;2;2314.92;2;Usado
Parque Patricios;2022;2;1913.81;2;Usado
Puerto Madero;2022;2;5477.39;2;Usado
Recoleta;2022;2;2528.13;2;Usado
Retiro;2022;2;2325.45;2;Usado
Saavedra;2022;2;2439.11;2;Usado
San Cristóbal;2022;2;1806.54;2;Usado
San Nicolás;2022;2;1842.72;2;Usado
San Telmo;2022;2;1996.65;2;Usado
Vélez Sarsfield;2022;2;1830.06;2;Usado
Villa Crespo;2022;2;2165.95;2;Usado
Villa del Parque;2022;2;2155.49;2;Usado
Villa Devoto;2022;2;2155.84;2;Usado
Villa Gral. Mitre;2022;2;1866.19;2;Usado
Villa Luro;2022;2;2099;2;Usado
Villa Ortúzar;2022;2;2335.3;2;Usado
Villa Pueyrredón;2022;2;2237.85;2;Usado
Villa Santa Rita;2022;2;1961.6;2;Usado
Villa Urquiza;2022;2;2526.55;2;Usado
Agronomía;2022;3;1997.79;2;Usado
Almagro;2022;3;1970.65;2;Usado
Balvanera;2022;3;1692.04;2;Usado
Barracas;2022;3;1930.74;2;Usado
Belgrano;2022;3;2643.34;2;Usado
Boca;2022;3;1482.67;2;Usado
Boedo;2022;3;1873.03;2;Usado
Caballito;2022;3;2164.35;2;Usado
Chacarita;2022;3;2157.85;2;Usado
Coghlan;2022;3;2365.93;2;Usado
Colegiales;2022;3;2444.28;2;Usado
Constitución;2022;3;1489.2;2;Usado
Flores;2022;3;1848.28;2;Usado
Floresta;2022;3;1684.06;2;Usado
Liniers;2022;3;1853.72;2;Usado
Mataderos;2022;3;1954.99;2;Usado
Monte Castro;2022;3;2062.35;2;Usado
Montserrat;2022;3;1728.39;2;Usado
Nueva Pompeya;2022;3;1456.7;2;Usado
Núñez;2022;3;2672.74;2;Usado
Palermo;2022;3;2735.24;2;Usado
Parque Avellaneda;2022;3;1683.25;2;Usado
Parque Chacabuco;2022;3;2138.38;2;Usado
Parque Chas;2022;3;2195.13;2;Usado
Parque Patricios;2022;3;1769.49;2;Usado
Puerto Madero;2022;3;5445.21;2;Usado
Recoleta;2022;3;2502.02;2;Usado
Retiro;2022;3;2245.84;2;Usado
Saavedra;2022;3;2402.83;2;Usado
San Cristóbal;2022;3;1811.9;2;Usado
San Nicolás;2022;3;1842;2;Usado
San Telmo;2022;3;1992.34;2;Usado
Vélez Sarsfield;2022;3;1746.85;2;Usado
Villa Crespo;2022;3;2077.06;2;Usado
Villa del Parque;2022;3;2111.13;2;Usado
Villa Devoto;2022;3;2159.89;2;Usado
Villa Gral. Mitre;2022;3;1840.12;2;Usado
Villa Luro;2022;3;2082.43;2;Usado
Villa Ortúzar;2022;3;2322.36;2;Usado
Villa Pueyrredón;2022;3;2239.47;2;Usado
Villa Santa Rita;2022;3;1972.15;2;Usado
Villa Urquiza;2022;3;2496.92;2;Usado
Agronomía;2022;4;1972.62;2;Usado
Almagro;2022;4;1949.6;2;Usado
Balvanera;2022;4;1638.44;2;Usado
Barracas;2022;4;1825.86;2;Usado
Belgrano;2022;4;2565.11;2;Usado
Boca;2022;4;1492.95;2;Usado
Boedo;2022;4;1862.69;2;Usado
Caballito;2022;4;2134.35;2;Usado
Chacarita;2022;4;2091.66;2;Usado
Coghlan;2022;4;2402.56;2;Usado
Colegiales;2022;4;2359.81;2;Usado
Constitución;2022;4;1475.84;2;Usado
Flores;2022;4;1827.53;2;Usado
Floresta;2022;4;1650.6;2;Usado
Liniers;2022;4;1785.15;2;Usado
Mataderos;2022;4;1935.7;2;Usado
Monte Castro;2022;4;2015.85;2;Usado
Montserrat;2022;4;1714.4;2;Usado
Nueva Pompeya;2022;4;1428.32;2;Usado
Núñez;2022;4;2661.94;2;Usado
Palermo;2022;4;2730.89;2;Usado
Parque Avellaneda;2022;4;1653.58;2;Usado
Parque Chacabuco;2022;4;2099.37;2;Usado
Parque Chas;2022;4;2141.24;2;Usado
Parque Patricios;2022;4;1723;2;Usado
Puerto Madero;2022;4;;2;Usado
Recoleta;2022;4;2463.86;2;Usado
Retiro;2022;4;2223.48;2;Usado
Saavedra;2022;4;2445.13;2;Usado
San Cristóbal;2022;4;1772.79;2;Usado
San Nicolás;2022;4;1794.97;2;Usado
San Telmo;2022;4;1932.88;2;Usado
Vélez Sarsfield;2022;4;1661.33;2;Usado
Villa Crespo;2022;4;2022.16;2;Usado
Villa del Parque;2022;4;2101.2;2;Usado
Villa Devoto;2022;4;2094.93;2;Usado
Villa Gral. Mitre;2022;4;1769.51;2;Usado
Villa Luro;2022;4;2026.39;2;Usado
Villa Ortúzar;2022;4;2396.2;2;Usado
Villa Pueyrredón;2022;4;2201.8;2;Usado
Villa Santa Rita;2022;4;1965.41;2;Usado
Villa Urquiza;2022;4;2472.23;2;Usado
Agronomía;2023;1;2038.36;2;Usado
Almagro;2023;1;1944.24;2;Usado
Balvanera;2023;1;1642.95;2;Usado
Barracas;2023;1;1914.34;2;Usado
Belgrano;2023;1;2611;2;Usado
Boca;2023;1;1445.29;2;Usado
Boedo;2023;1;1827.03;2;Usado
Caballito;2023;1;2136.38;2;Usado
Chacarita;2023;1;2201.07;2;Usado
Coghlan;2023;1;2319.56;2;Usado
Colegiales;2023;1;2370.18;2;Usado
Constitución;2023;1;1493.69;2;Usado
Flores;2023;1;1820.94;2;Usado
Floresta;2023;1;1678.43;2;Usado
Liniers;2023;1;1793.76;2;Usado
Mataderos;2023;1;1789.55;2;Usado
Monte Castro;2023;1;1948;2;Usado
Montserrat;2023;1;1677.63;2;Usado
Nueva Pompeya;2023;1;1474.1;2;Usado
Núñez;2023;1;2595.58;2;Usado
Palermo;2023;1;2748.04;2;Usado
Parque Avellaneda;2023;1;1564.72;2;Usado
Parque Chacabuco;2023;1;2095.42;2;Usado
Parque Chas;2023;1;2181.36;2;Usado
Parque Patricios;2023;1;1659.43;2;Usado
Puerto Madero;2023;1;5453.65;2;Usado
Recoleta;2023;1;2495.91;2;Usado
Retiro;2023;1;2216.98;2;Usado
Saavedra;2023;1;2369.06;2;Usado
San Cristóbal;2023;1;1778.26;2;Usado
San Nicolás;2023;1;1788.43;2;Usado
San Telmo;2023;1;2007.18;2;Usado
Vélez Sarsfield;2023;1;1716.35;2;Usado
Villa Crespo;2023;1;2056.11;2;Usado
Villa del Parque;2023;1;2044.63;2;Usado
Villa Devoto;2023;1;2146.4;2;Usado
Villa Gral. Mitre;2023;1;1779.29;2;Usado
Villa Luro;2023;1;2020.65;2;Usado
Villa Ortúzar;2023;1;2308.75;2;Usado
Villa Pueyrredón;2023;1;2159.24;2;Usado
Villa Santa Rita;2023;1;1982.36;2;Usado
Villa Urquiza;2023;1;2448.17;2;Usado
Agronomía;2023;2;1880.03;2;Usado
Almagro;2023;2;1941.05;2;Usado
Balvanera;2023;2;1614.62;2;Usado
Barracas;2023;2;1900.7;2;Usado
Belgrano;2023;2;2611.32;2;Usado
Boca;2023;2;1427.97;2;Usado
Boedo;2023;2;1810.06;2;Usado
Caballito;2023;2;2122.63;2;Usado
Chacarita;2023;2;2272.64;2;Usado
Coghlan;2023;2;2363.59;2;Usado
Colegiales;2023;2;2375.87;2;Usado
Constitución;2023;2;1450.47;2;Usado
Flores;2023;2;1811.91;2;Usado
Floresta;2023;2;1662.6;2;Usado
Liniers;2023;2;1790.65;2;Usado
Mataderos;2023;2;1798.65;2;Usado
Monte Castro;2023;2;2008.24;2;Usado
Montserrat;2023;2;1681.45;2;Usado
Nueva Pompeya;2023;2;1560.36;2;Usado
Núñez;2023;2;2533.98;2;Usado
Palermo;2023;2;2765.05;2;Usado
Parque Avellaneda;2023;2;1516.31;2;Usado
Parque Chacabuco;2023;2;2077.82;2;Usado
Parque Chas;2023;2;2117.6;2;Usado
Parque Patricios;2023;2;1637.77;2;Usado
Puerto Madero;2023;2;5524.93;2;Usado
Recoleta;2023;2;2499.83;2;Usado
Retiro;2023;2;2250.75;2;Usado
Saavedra;2023;2;2324.75;2;Usado
San Cristóbal;2023;2;1753.35;2;Usado
San Nicolás;2023;2;1790.8;2;Usado
San Telmo;2023;2;1900.82;2;Usado
Vélez Sarsfield;2023;2;1743.93;2;Usado
Villa Crespo;2023;2;2033.64;2;Usado
Villa del Parque;2023;2;2013.08;2;Usado
Villa Devoto;2023;2;2101.92;2;Usado
Villa Gral. Mitre;2023;2;1714.28;2;Usado
Villa Luro;2023;2;2038.4;2;Usado
Villa Ortúzar;2023;2;2250.89;2;Usado
Villa Pueyrredón;2023;2;2136.73;2;Usado
Villa Santa Rita;2023;2;1920.77;2;Usado
Villa Urquiza;2023;2;2463.74;2;Usado
Agronomía;2023;3;1909.08;2;Usado
Almagro;2023;3;1920.79;2;Usado
Balvanera;2023;3;1598.83;2;Usado
Barracas;2023;3;1905.89;2;Usado
Belgrano;2023;3;2578.16;2;Usado
Boca;2023;3;1424.57;2;Usado
Boedo;2023;3;1738.2;2;Usado
Caballito;2023;3;2114.85;2;Usado
Chacarita;2023;3;2132.22;2;Usado
Coghlan;2023;3;2323.1;2;Usado
Colegiales;2023;3;2384.93;2;Usado
Constitución;2023;3;1414.64;2;Usado
Flores;2023;3;1776.79;2;Usado
Floresta;2023;3;1555.94;2;Usado
Liniers;2023;3;1780.85;2;Usado
Mataderos;2023;3;1723.62;2;Usado
Monte Castro;2023;3;2020.22;2;Usado
Montserrat;2023;3;1655.79;2;Usado
Nueva Pompeya;2023;3;1481.67;2;Usado
Núñez;2023;3;2571.93;2;Usado
Palermo;2023;3;2789.74;2;Usado
Parque Avellaneda;2023;3;1545.53;2;Usado
Parque Chacabuco;2023;3;2017.74;2;Usado
Parque Chas;2023;3;2191.29;2;Usado
Parque Patricios;2023;3;1590.02;2;Usado
Puerto Madero;2023;3;5510.42;2;Usado
Recoleta;2023;3;2482.34;2;Usado
Retiro;2023;3;2310.17;2;Usado
Saavedra;2023;3;2345.48;2;Usado
San Cristóbal;2023;3;1729.13;2;Usado
San Nicolás;2023;3;1769.08;2;Usado
San Telmo;2023;3;1836.98;2;Usado
Vélez Sarsfield;2023;3;1730.98;2;Usado
Villa Crespo;2023;3;2012.72;2;Usado
Villa del Parque;2023;3;2003.28;2;Usado
Villa Devoto;2023;3;2046.95;2;Usado
Villa Gral. Mitre;2023;3;1688.24;2;Usado
Villa Luro;2023;3;1947.68;2;Usado
Villa Ortúzar;2023;3;2312.61;2;Usado
Villa Pueyrredón;2023;3;2080.8;2;Usado
Villa Santa Rita;2023;3;1910.81;2;Usado
Villa Urquiza;2023;3;2474.53;2;Usado
Agronomía;2023;4;1927.06;2;Usado
Almagro;2023;4;1935.16;2;Usado
Balvanera;2023;4;1602.8;2;Usado
Barracas;2023;4;1862.44;2;Usado
Belgrano;2023;4;2596.11;2;Usado
Boca;2023;4;1420.54;2;Usado
Boedo;2023;4;1790.47;2;Usado
Caballito;2023;4;2155.82;2;Usado
Chacarita;2023;4;2096.52;2;Usado
Coghlan;2023;4;2394.7;2;Usado
Colegiales;2023;4;2474.97;2;Usado
Constitución;2023;4;1407.03;2;Usado
Flores;2023;4;1769.01;2;Usado
Floresta;2023;4;1565.46;2;Usado
Liniers;2023;4;1744.97;2;Usado
Mataderos;2023;4;1702.26;2;Usado
Monte Castro;2023;4;2052.93;2;Usado
Montserrat;2023;4;1654.31;2;Usado
Nueva Pompeya;2023;4;1468.86;2;Usado
Núñez;2023;4;2640.88;2;Usado
Palermo;2023;4;2836.69;2;Usado
Parque Avellaneda;2023;4;1566.9;2;Usado
Parque Chacabuco;2023;4;2065.1;2;Usado
Parque Chas;2023;4;2308.24;2;Usado
Parque Patricios;2023;4;1633.78;2;Usado
Puerto Madero;2023;4;5481.18;2;Usado
Recoleta;2023;4;2507.88;2;Usado
Retiro;2023;4;2403.98;2;Usado
Saavedra;2023;4;2332.63;2;Usado
San Cristóbal;2023;4;1737.76;2;Usado
San Nicolás;2023;4;1745.44;2;Usado
San Telmo;2023;4;1858.32;2;Usado
Vélez Sarsfield;2023;4;1700.73;2;Usado
Villa Crespo;2023;4;2014.95;2;Usado
Villa del Parque;2023;4;2023.08;2;Usado
Villa Devoto;2023;4;2051.44;2;Usado
Villa Gral. Mitre;2023;4;1696.98;2;Usado
Villa Luro;2023;4;1915.01;2;Usado
Villa Ortúzar;2023;4;2485.08;2;Usado
Villa Pueyrredón;2023;4;2120.03;2;Usado
Villa Santa Rita;2023;4;1887.85;2;Usado
Villa Urquiza;2023;4;2465.07;2;Usado
Agronomía;2024;1;1901.09;2;Usado
Almagro;2024;1;2016.11;2;Usado
Balvanera;2024;1;1646.35;2;Usado
Barracas;2024;1;1872.96;2;Usado
Belgrano;2024;1;2632.01;2;Usado
Boca;2024;1;1505.48;2;Usado
Boedo;2024;1;1821.85;2;Usado
Caballito;2024;1;2168.32;2;Usado
Chacarita;2024;1;2078.23;2;Usado
Coghlan;2024;1;2454.95;2;Usado
Colegiales;2024;1;2493.25;2;Usado
Constitución;2024;1;1425.55;2;Usado
Flores;2024;1;1804.9;2;Usado
Floresta;2024;1;1591.78;2;Usado
Liniers;2024;1;1761.54;2;Usado
Mataderos;2024;1;1709.88;2;Usado
Monte Castro;2024;1;2052.99;2;Usado
Montserrat;2024;1;1719.26;2;Usado
Nueva Pompeya;2024;1;1466.02;2;Usado
Núñez;2024;1;2749.05;2;Usado
Palermo;2024;1;2884.41;2;Usado
Parque Avellaneda;2024;1;1608.31;2;Usado
Parque Chacabuco;2024;1;2004.35;2;Usado
Parque Chas;2024;1;2215.56;2;Usado
Parque Patricios;2024;1;1715.32;2;Usado
Puerto Madero;2024;1;5365.91;2;Usado
Recoleta;2024;1;2547;2;Usado
Retiro;2024;1;;2;Usado
Saavedra;2024;1;2404.77;2;Usado
San Cristóbal;2024;1;1780.72;2;Usado
San Nicolás;2024;1;1807.3;2;Usado
San Telmo;2024;1;1918.06;2;Usado
Vélez Sarsfield;2024;1;1717.99;2;Usado
Villa Crespo;2024;1;2089.93;2;Usado
Villa del Parque;2024;1;2121.19;2;Usado
Villa Devoto;2024;1;2059.33;2;Usado
Villa Gral. Mitre;2024;1;1813.37;2;Usado
Villa Luro;2024;1;1861.35;2;Usado
Villa Ortúzar;2024;1;2504.46;2;Usado
Villa Pueyrredón;2024;1;2108.84;2;Usado
Villa Santa Rita;2024;1;1926.47;2;Usado
Villa Urquiza;2024;1;2533.08;2;Usado
Agronomía;2024;2;1953.01;2;Usado
Almagro;2024;2;2083.12;2;Usado
Balvanera;2024;2;1692.48;2;Usado
Barracas;2024;2;1935.21;2;Usado
Belgrano;2024;2;2696.71;2;Usado
Boca;2024;2;1462.84;2;Usado
Boedo;2024;2;1883.72;2;Usado
Caballito;2024;2;2210.28;2;Usado
Chacarita;2024;2;2431.27;2;Usado
Coghlan;2024;2;2489.95;2;Usado
Colegiales;2024;2;2478.43;2;Usado
Constitución;2024;2;1489.18;2;Usado
Flores;2024;2;1881.99;2;Usado
Floresta;2024;2;1627.31;2;Usado
Liniers;2024;2;1787.49;2;Usado
Mataderos;2024;2;1699.56;2;Usado
Monte Castro;2024;2;2065.33;2;Usado
Montserrat;2024;2;1733.7;2;Usado
Nueva Pompeya;2024;2;;2;Usado
Núñez;2024;2;2746.96;2;Usado
Palermo;2024;2;3012.57;2;Usado
Parque Avellaneda;2024;2;1511.54;2;Usado
Parque Chacabuco;2024;2;2034.98;2;Usado
Parque Chas;2024;2;2299.73;2;Usado
Parque Patricios;2024;2;1818.05;2;Usado
Puerto Madero;2024;2;5769.32;2;Usado
Recoleta;2024;2;2623.6;2;Usado
Retiro;2024;2;2377.79;2;Usado
Saavedra;2024;2;2483.82;2;Usado
San Cristóbal;2024;2;1879.73;2;Usado
San Nicolás;2024;2;1776.59;2;Usado
San Telmo;2024;2;2026.04;2;Usado
Vélez Sarsfield;2024;2;1711.06;2;Usado
Villa Crespo;2024;2;2187.11;2;Usado
Villa del Parque;2024;2;2180.87;2;Usado
Villa Devoto;2024;2;2116.69;2;Usado
Villa Gral. Mitre;2024;2;1758.28;2;Usado
Villa Luro;2024;2;1867.95;2;Usado
Villa Ortúzar;2024;2;2680.27;2;Usado
Villa Pueyrredón;2024;2;2192.55;2;Usado
Villa Santa Rita;2024;2;1960.23;2;Usado
Villa Urquiza;2024;2;2649.75;2;Usado
Agronomía;2024;3;1958.04;2;Usado
Almagro;2024;3;2080.28;2;Usado
Balvanera;2024;3;1692.2;2;Usado
Barracas;2024;3;1938.58;2;Usado
Belgrano;2024;3;2800.1;2;Usado
Boca;2024;3;1450.08;2;Usado
Boedo;2024;3;1848;2;Usado
Caballito;2024;3;2246.49;2;Usado
Chacarita;2024;3;2505.41;2;Usado
Coghlan;2024;3;2584.05;2;Usado
Colegiales;2024;3;2546.8;2;Usado
Constitución;2024;3;1500.45;2;Usado
Flores;2024;3;1900.5;2;Usado
Floresta;2024;3;1701.65;2;Usado
Liniers;2024;3;1807.99;2;Usado
Mataderos;2024;3;1751.08;2;Usado
Monte Castro;2024;3;2059.78;2;Usado
Montserrat;2024;3;1818.43;2;Usado
Nueva Pompeya;2024;3;1414.51;2;Usado
Núñez;2024;3;2875.99;2;Usado
Palermo;2024;3;3015.55;2;Usado
Parque Avellaneda;2024;3;1506.52;2;Usado
Parque Chacabuco;2024;3;2069.75;2;Usado
Parque Chas;2024;3;2262.55;2;Usado
Parque Patricios;2024;3;1784.56;2;Usado
Puerto Madero;2024;3;5847.09;2;Usado
Recoleta;2024;3;2662.51;2;Usado
Retiro;2024;3;2305.13;2;Usado
Saavedra;2024;3;2543.38;2;Usado
San Cristóbal;2024;3;1844.44;2;Usado
San Nicolás;2024;3;1812.21;2;Usado
San Telmo;2024;3;2134.69;2;Usado
Vélez Sarsfield;2024;3;1734.29;2;Usado
Villa Crespo;2024;3;2231.64;2;Usado
Villa del Parque;2024;3;2247.12;2;Usado
Villa Devoto;2024;3;2182.92;2;Usado
Villa Gral. Mitre;2024;3;1830.44;2;Usado
Villa Luro;2024;3;1955.36;2;Usado
Villa Ortúzar;2024;3;2689.73;2;Usado
Villa Pueyrredón;2024;3;2214.66;2;Usado
Villa Santa Rita;2024;3;1988.78;2;Usado
Villa Urquiza;2024;3;2735.33;2;Usado
Agronomía;2024;4;2078.89;2;Usado
Almagro;2024;4;2062;2;Usado
Balvanera;2024;4;1695.18;2;Usado
Barracas;2024;4;1937.33;2;Usado
Belgrano;2024;4;2757.29;2;Usado
Boca;2024;4;1446.8;2;Usado
Boedo;2024;4;1923.48;2;Usado
Caballito;2024;4;2246.26;2;Usado
Chacarita;2024;4;2318.52;2;Usado
Coghlan;2024;4;2560.86;2;Usado
Colegiales;2024;4;2515.88;2;Usado
Constitución;2024;4;1488.91;2;Usado
Flores;2024;4;1863.37;2;Usado
Floresta;2024;4;1686.1;2;Usado
Liniers;2024;4;1821.81;2;Usado
Mataderos;2024;4;1840.75;2;Usado
Monte Castro;2024;4;2024.87;2;Usado
Montserrat;2024;4;1788.19;2;Usado
Nueva Pompeya;2024;4;1397.68;2;Usado
Núñez;2024;4;2772.02;2;Usado
Palermo;2024;4;2998.75;2;Usado
Parque Avellaneda;2024;4;1636.06;2;Usado
Parque Chacabuco;2024;4;2077.93;2;Usado
Parque Chas;2024;4;2337.94;2;Usado
Parque Patricios;2024;4;1764.74;2;Usado
Puerto Madero;2024;4;5824.03;2;Usado
Recoleta;2024;4;2679.28;2;Usado
Retiro;2024;4;2322.41;2;Usado
Saavedra;2024;4;2537;2;Usado
San Cristóbal;2024;4;1783.66;2;Usado
San Nicolás;2024;4;1813.53;2;Usado
San Telmo;2024;4;2043.61;2;Usado
Vélez Sarsfield;2024;4;1786.6;2;Usado
Villa Crespo;2024;4;2250.59;2;Usado
Villa del Parque;2024;4;2298.41;2;Usado
Villa Devoto;2024;4;2213.98;2;Usado
Villa Gral. Mitre;2024;4;1908.25;2;Usado
Villa Luro;2024;4;1986.23;2;Usado
Villa Ortúzar;2024;4;2555.73;2;Usado
Villa Pueyrredón;2024;4;2199.7;2;Usado
Villa Santa Rita;2024;4;2024.96;2;Usado
Villa Urquiza;2024;4;2704.13;2;Usado
Agronomía;2025;1;2183.06;2;Usado
Almagro;2025;1;2109.79;2;Usado
Balvanera;2025;1;1751.21;2;Usado
Barracas;2025;1;2028.49;2;Usado
Belgrano;2025;1;2864.18;2;Usado
Boca;2025;1;1487.85;2;Usado
Boedo;2025;1;1937.5;2;Usado
Caballito;2025;1;2310.25;2;Usado
Chacarita;2025;1;2421.54;2;Usado
Coghlan;2025;1;2830.17;2;Usado
Colegiales;2025;1;2575.4;2;Usado
Constitución;2025;1;1587.73;2;Usado
Flores;2025;1;1892.73;2;Usado
Floresta;2025;1;1765.65;2;Usado
Liniers;2025;1;1917.57;2;Usado
Mataderos;2025;1;1858.25;2;Usado
Monte Castro;2025;1;2051;2;Usado
Montserrat;2025;1;1813.13;2;Usado
Nueva Pompeya;2025;1;1438.85;2;Usado
Núñez;2025;1;2997.63;2;Usado
Palermo;2025;1;3111.28;2;Usado
Parque Avellaneda;2025;1;1748.03;2;Usado
Parque Chacabuco;2025;1;2163.91;2;Usado
Parque Chas;2025;1;2435.73;2;Usado
Parque Patricios;2025;1;1706.35;2;Usado
Puerto Madero;2025;1;5864.95;2;Usado
Recoleta;2025;1;2692.24;2;Usado
Retiro;2025;1;2327.72;2;Usado
Saavedra;2025;1;2608.73;2;Usado
San Cristóbal;2025;1;1792.06;2;Usado
San Nicolás;2025;1;1825.42;2;Usado
San Telmo;2025;1;1998.28;2;Usado
Vélez Sarsfield;2025;1;1801.91;2;Usado
Villa Crespo;2025;1;2439.81;2;Usado
Villa del Parque;2025;1;2295.86;2;Usado
Villa Devoto;2025;1;2390.57;2;Usado
Villa Gral. Mitre;2025;1;1968.89;2;Usado
Villa Luro;2025;1;2081.56;2;Usado
Villa Ortúzar;2025;1;2754.2;2;Usado
Villa Pueyrredón;2025;1;2323.05;2;Usado
Villa Santa Rita;2025;1;1950.76;2;Usado
Villa Urquiza;2025;1;2742.82;2;Usado
Agronomía;2025;2;1986.64;2;Usado
Almagro;2025;2;2108.46;2;Usado
Balvanera;2025;2;1704.57;2;Usado
Barracas;2025;2;2014.41;2;Usado
Belgrano;2025;2;2874.53;2;Usado
Boca;2025;2;1480.49;2;Usado
Boedo;2025;2;1910.4;2;Usado
Caballito;2025;2;2295.85;2;Usado
Chacarita;2025;2;2426.35;2;Usado
Coghlan;2025;2;2867.24;2;Usado
Colegiales;2025;2;2629.2;2;Usado
