Barrio;Año;Trimestre;Valor;Ambientes;Estado
Villa Luro;2018;2;2483.07;2;Usado
Villa Ortúzar;2018;2;;2;Usado
Villa Pueyrredón;2018;2;;2;Usado
Villa Santa Rita;2018;2;2391.18;2;Usado
Villa Urquiza;2018;2;3214.21;2;Usado
Agronomía;2018;3;;2;Usado
Almagro;2018;3;2755.96;2;Usado
Balvanera;2018;3;2290.99;2;Usado
Barracas;2018;3;2479.9;2;Usado
Belgrano;2018;3;3478.58;2;Usado
Boca;2018;3;1828.55;2;Usado
Boedo;2018;3;2393.56;2;Usado
Caballito;2018;3;2876.08;2;Usado
Chacarita;2018;3;2772.69;2;Usado
Coghlan;2018;3;;2;Usado
Colegiales;2018;3;3404.95;2;Usado
Constitución;2018;3;1929.67;2;Usado
Flores;2018;3;2365.54;2;Usado
Floresta;2018;3;2183.89;2;Usado
Liniers;2018;3;2097.38;2;Usado
Mataderos;2018;3;;2;Usado
Monte Castro;2018;3;2607.19;2;Usado
Montserrat;2018;3;2358.23;2;Usado
Nueva Pompeya;2018;3;;2;Usado
Núñez;2018;3;3608.24;2;Usado
Palermo;2018;3;3760.48;2;Usado
Parque Avellaneda;2018;3;;2;Usado
Parque Chacabuco;2018;3;2580.49;2;Usado
Parque Chas;2018;3;;2;Usado
Parque Patricios;2018;3;;2;Usado
Puerto Madero;2018;3;6487.27;2;Usado
Recoleta;2018;3;3382.53;2;Usado
Retiro;2018;3;2962;2;Usado
Saavedra;2018;3;;2;Usado
San Cristóbal;2018;3;2338.5;2;Usado
San Nicolás;2018;3;2472.61;2;Usado
San Telmo;2018;3;2440.02;2;Usado
Vélez Sarsfield;2018;3;2196.69;2;Usado
Villa Crespo;2018;3;2870.32;2;Usado
Villa del Parque;2018;3;2657.52;2;Usado
Villa Devoto;2018;3;2815.65;2;Usado
Villa Gral. Mitre;2018;3;2391.27;2;Usado
Villa Luro;2018;3;2346.51;2;Usado
Villa Ortúzar;2018;3;;2;Usado
Villa Pueyrredón;2018;3;;2;Usado
Villa Santa Rita;2018;3;2330.21;2;Usado
Villa Urquiza;2018;3;3178.7;2;Usado
Agronomía;2018;4;;2;Usado
Almagro;2018;4;2729.68;2;Usado
Balvanera;2018;4;2288.71;2;Usado
Barracas;2018;4;2501.4;2;Usado
Belgrano;2018;4;3449.79;2;Usado
Boca;2018;4;1722.64;2;Usado
Boedo;2018;4;2360.9;2;Usado
Caballito;2018;4;2894.53;2;Usado
Chacarita;2018;4;2809.2;2;Usado
Coghlan;2018;4;3557.54;2;Usado
Colegiales;2018;4;3466.7;2;Usado
Constitución;2018;4;1964.83;2;Usado
Flores;2018;4;2434.27;2;Usado
Floresta;2018;4;2077.2;2;Usado
Liniers;2018;4;2199.15;2;Usado
Mataderos;2018;4;;2;Usado
Monte Castro;2018;4;;2;Usado
Montserrat;2018;4;2311.52;2;Usado
Nueva Pompeya;2018;4;;2;Usado
Núñez;2018;4;3600.42;2;Usado
Palermo;2018;4;3670.14;2;Usado
Parque Avellaneda;2018;4;;2;Usado
Parque Chacabuco;2018;4;2502.43;2;Usado
Parque Chas;2018;4;;2;Usado
Parque Patricios;2018;4;2145.23;2;Usado
Puerto Madero;2018;4;6421.62;2;Usado
Recoleta;2018;4;3459.57;2;Usado
Retiro;2018;4;3076.42;2;Usado
Saavedra;2018;4;3162.45;2;Usado
San Cristóbal;2018;4;2291.25;2;Usado
San Nicolás;2018;4;2464.48;2;Usado
San Telmo;2018;4;2448.3;2;Usado
Vélez Sarsfield;2018;4;2167.26;2;Usado
Villa Crespo;2018;4;2856.01;2;Usado
Villa del Parque;2018;4;2738.88;2;Usado
Villa Devoto;2018;4;2788.19;2;Usado
Villa Gral. Mitre;2018;4;2401.88;2;Usado
Villa Luro;2018;4;2490.77;2;Usado
Villa Ortúzar;2018;4;3102.51;2;Usado
Villa Pueyrredón;2018;4;2992.49;2;Usado
Villa Santa Rita;2018;4;2357.93;2;Usado
Villa Urquiza;2018;4;3147.64;2;Usado
Agronomía;2019;1;;2;Usado
Almagro;2019;1;2695.2;2;Usado
Balvanera;2019;1;2244.76;2;Usado
Barracas;2019;1;2490.44;2;Usado
Belgrano;2019;1;3429.76;2;Usado
Boca;2019;1;;2;Usado
Boedo;2019;1;2481.05;2;Usado
Caballito;2019;1;2853.53;2;Usado
Chacarita;2019;1;2860.41;2;Usado
Coghlan;2019;1;3515.65;2;Usado
Colegiales;2019;1;3524.41;2;Usado
Constitución;2019;1;1915.66;2;Usado
Flores;2019;1;2402.31;2;Usado
Floresta;2019;1;2072.17;2;Usado
Liniers;2019;1;;2;Usado
Mataderos;2019;1;;2;Usado
Monte Castro;2019;1;2419.58;2;Usado
Montserrat;2019;1;2346.44;2;Usado
Nueva Pompeya;2019;1;;2;Usado
Núñez;2019;1;3574.93;2;Usado
Palermo;2019;1;3640.27;2;Usado
Parque Avellaneda;2019;1;;2;Usado
Parque Chacabuco;2019;1;2484.43;2;Usado
Parque Chas;2019;1;;2;Usado
Parque Patricios;2019;1;2217.43;2;Usado
Puerto Madero;2019;1;6388.74;2;Usado
Recoleta;2019;1;3417.72;2;Usado
Retiro;2019;1;3104.16;2;Usado
Saavedra;2019;1;3168.62;2;Usado
San Cristóbal;2019;1;2293.99;2;Usado
San Nicolás;2019;1;2447.49;2;Usado
San Telmo;2019;1;2466.17;2;Usado
Vélez Sarsfield;2019;1;2232.09;2;Usado
Villa Crespo;2019;1;2777.79;2;Usado
Villa del Parque;2019;1;2682.97;2;Usado
Villa Devoto;2019;1;2862.72;2;Usado
Villa Gral. Mitre;2019;1;2352.88;2;Usado
Villa Luro;2019;1;2392.71;2;Usado
Villa Ortúzar;2019;1;3298.04;2;Usado
Villa Pueyrredón;2019;1;2911.89;2;Usado
Villa Santa Rita;2019;1;2498.01;2;Usado
Villa Urquiza;2019;1;3118.39;2;Usado
Agronomía;2019;2;;2;Usado
Almagro;2019;2;2640.49;2;Usado
Balvanera;2019;2;2271.74;2;Usado
Barracas;2019;2;2535.51;2;Usado
Belgrano;2019;2;3430.85;2;Usado
Boca;2019;2;1893.14;2;Usado
Boedo;2019;2;2423;2;Usado
Caballito;2019;2;2779.52;2;Usado
Chacarita;2019;2;;2;Usado
Coghlan;2019;2;3275.87;2;Usado
Colegiales;2019;2;3407.09;2;Usado
Constitución;2019;2;1871.68;2;Usado
Flores;2019;2;2426.68;2;Usado
Floresta;2019;2;2099.05;2;Usado
Liniers;2019;2;;2;Usado
Mataderos;2019;2;2394.37;2;Usado
Monte Castro;2019;2;;2;Usado
Montserrat;2019;2;2346.07;2;Usado
Nueva Pompeya;2019;2;;2;Usado
Núñez;2019;2;3492.65;2;Usado
Palermo;2019;2;3593.87;2;Usado
Parque Avellaneda;2019;2;2103.18;2;Usado
Parque Chacabuco;2019;2;2479.55;2;Usado
Parque Chas;2019;2;;2;Usado
Parque Patricios;2019;2;2199.02;2;Usado
Puerto Madero;2019;2;6318.53;2;Usado
Recoleta;2019;2;3324.66;2;Usado
Retiro;2019;2;2966.71;2;Usado
Saavedra;2019;2;3109.3;2;Usado
San Cristóbal;2019;2;2234.93;2;Usado
San Nicolás;2019;2;2469.51;2;Usado
San Telmo;2019;2;2369.23;2;Usado
Vélez Sarsfield;2019;2;2288.85;2;Usado
Villa Crespo;2019;2;2764.23;2;Usado
Villa del Parque;2019;2;;2;Usado
Villa Devoto;2019;2;2718.7;2;Usado
Villa Gral. Mitre;2019;2;;2;Usado
Villa Luro;2019;2;2481.48;2;Usado
Villa Ortúzar;2019;2;;2;Usado
Villa Pueyrredón;2019;2;2950.9;2;Usado
Villa Santa Rita;2019;2;;2;Usado
Villa Urquiza;2019;2;3217.08;2;Usado
Agronomía;2019;3;;2;Usado
Almagro;2019;3;2576.45;2;Usado
Balvanera;2019;3;2228.18;2;Usado
Barracas;2019;3;2448.92;2;Usado
Belgrano;2019;3;3325.99;2;Usado
Boca;2019;3;1909.38;2;Usado
Boedo;2019;3;2413.76;2;Usado
Caballito;2019;3;2773.26;2;Usado
Chacarita;2019;3;2702.76;2;Usado
Coghlan;2019;3;3170.08;2;Usado
Colegiales;2019;3;3316.57;2;Usado
Constitución;2019;3;1831.46;2;Usado
Flores;2019;3;2317.15;2;Usado
Floresta;2019;3;2144.08;2;Usado
Liniers;2019;3;2220.22;2;Usado
Mataderos;2019;3;2308.8;2;Usado
Monte Castro;2019;3;2473.44;2;Usado
Montserrat;2019;3;2298.48;2;Usado
Nueva Pompeya;2019;3;;2;Usado
Núñez;2019;3;3424.7;2;Usado
Palermo;2019;3;3478.73;2;Usado
Parque Avellaneda;2019;3;2063.43;2;Usado
Parque Chacabuco;2019;3;2735.2;2;Usado
Parque Chas;2019;3;;2;Usado
Parque Patricios;2019;3;2144.28;2;Usado
Puerto Madero;2019;3;5768.82;2;Usado
Recoleta;2019;3;3297.86;2;Usado
Retiro;2019;3;2946.23;2;Usado
Saavedra;2019;3;3123.06;2;Usado
San Cristóbal;2019;3;2225.55;2;Usado
San Nicolás;2019;3;2446.24;2;Usado
San Telmo;2019;3;2431.84;2;Usado
Vélez Sarsfield;2019;3;2215.17;2;Usado
Villa Crespo;2019;3;2672.05;2;Usado
Villa del Parque;2019;3;2698.95;2;Usado
Villa Devoto;2019;3;2843.77;2;Usado
Villa Gral. Mitre;2019;3;2387.57;2;Usado
Villa Luro;2019;3;;2;Usado
Villa Ortúzar;2019;3;2688.87;2;Usado
Villa Pueyrredón;2019;3;2846.37;2;Usado
Villa Santa Rita;2019;3;;2;Usado
Villa Urquiza;2019;3;3116.75;2;Usado
Agronomía;2019;4;;2;Usado
Almagro;2019;4;2601.07;2;Usado
Balvanera;2019;4;2173.96;2;Usado
Barracas;2019;4;2474.52;2;Usado
Belgrano;2019;4;3256;2;Usado
Boca;2019;4;;2;Usado
Boedo;2019;4;2397.22;2;Usado
Caballito;2019;4;2725.66;2;Usado
Chacarita;2019;4;2687.43;2;Usado
Coghlan;2019;4;;2;Usado
Colegiales;2019;4;3197.05;2;Usado
Constitución;2019;4;1811.17;2;Usado
Flores;2019;4;2281.33;2;Usado
Floresta;2019;4;2101.66;2;Usado
Liniers;2019;4;2203.58;2;Usado
Mataderos;2019;4;2188.31;2;Usado
Monte Castro;2019;4;2383.84;2;Usado
Montserrat;2019;4;2333.96;2;Usado
Nueva Pompeya;2019;4;;2;Usado
Núñez;2019;4;3398.82;2;Usado
Palermo;2019;4;3465.84;2;Usado
Parque Avellaneda;2019;4;2130.47;2;Usado
Parque Chacabuco;2019;4;2512.33;2;Usado
Parque Chas;2019;4;3046.03;2;Usado
Parque Patricios;2019;4;2247.14;2;Usado
Puerto Madero;2019;4;6016.3;2;Usado
Recoleta;2019;4;3248.25;2;Usado
Retiro;2019;4;2883.68;2;Usado
Saavedra;2019;4;3169.22;2;Usado
San Cristóbal;2019;4;2273.41;2;Usado
San Nicolás;2019;4;2406.75;2;Usado
San Telmo;2019;4;2404.38;2;Usado
Vélez Sarsfield;2019;4;2236.59;2;Usado
Villa Crespo;2019;4;2685.66;2;Usado
Villa del Parque;2019;4;2589.31;2;Usado
Villa Devoto;2019;4;2733.8;2;Usado
Villa Gral. Mitre;2019;4;2288.93;2;Usado
Villa Luro;2019;4;2501.07;2;Usado
Villa Ortúzar;2019;4;2915.13;2;Usado
Villa Pueyrredón;2019;4;2793.68;2;Usado
Villa Santa Rita;2019;4;2457.08;2;Usado
Villa Urquiza;2019;4;3043.34;2;Usado
Agronomía;2020;1;;2;Usado
Almagro;2020;1;2567.05;2;Usado
Balvanera;2020;1;2175.04;2;Usado
Barracas;2020;1;2426.4;2;Usado
Belgrano;2020;1;3266.29;2;Usado
Boca;2020;1;1874.27;2;Usado
Boedo;2020;1;2342.35;2;Usado
Caballito;2020;1;2684.18;2;Usado
Chacarita;2020;1;2659.62;2;Usado
Coghlan;2020;1;3083.96;2;Usado
Colegiales;2020;1;3139.64;2;Usado
Constitución;2020;1;1846.9;2;Usado
Flores;2020;1;2274.99;2;Usado
Floresta;2020;1;2066.78;2;Usado
Liniers;2020;1;2276.85;2;Usado
Mataderos;2020;1;2206.8;2;Usado
Monte Castro;2020;1;2452.54;2;Usado
Montserrat;2020;1;2278.4;2;Usado
Nueva Pompeya;2020;1;1589.69;2;Usado
Núñez;2020;1;3318.31;2;Usado
Palermo;2020;1;3444.55;2;Usado
Parque Avellaneda;2020;1;2147.09;2;Usado
Parque Chacabuco;2020;1;2434.99;2;Usado
Parque Chas;2020;1;2925.47;2;Usado
Parque Patricios;2020;1;2273.22;2;Usado
Puerto Madero;2020;1;5746.72;2;Usado
Recoleta;2020;1;3184.74;2;Usado
Retiro;2020;1;2870.02;2;Usado
Saavedra;2020;1;3129.91;2;Usado
San Cristóbal;2020;1;2175.89;2;Usado
San Nicolás;2020;1;2387.16;2;Usado
San Telmo;2020;1;2381.16;2;Usado
Vélez Sarsfield;2020;1;2225.88;2;Usado
Villa Crespo;2020;1;2650.47;2;Usado
Villa del Parque;2020;1;2671.57;2;Usado
Villa Devoto;2020;1;2718.68;2;Usado
Villa Gral. Mitre;2020;1;2299.56;2;Usado
Villa Luro;2020;1;;2;Usado
Villa Ortúzar;2020;1;2842.53;2;Usado
Villa Pueyrredón;2020;1;2746.56;2;Usado
Villa Santa Rita;2020;1;2393.77;2;Usado
Villa Urquiza;2020;1;3037.33;2;Usado
Agronomía;2020;2;;2;Usado
Almagro;2020;2;2494.9;2;Usado
Balvanera;2020;2;2139.18;2;Usado
Barracas;2020;2;2385.8;2;Usado
Belgrano;2020;2;3240.84;2;Usado
Boca;2020;2;1874.4;2;Usado
Boedo;2020;2;2347.42;2;Usado
Caballito;2020;2;2643.63;2;Usado
Chacarita;2020;2;2598.36;2;Usado
Coghlan;2020;2;3081.24;2;Usado
Colegiales;2020;2;3038.12;2;Usado
Constitución;2020;2;1836.83;2;Usado
Flores;2020;2;2264.28;2;Usado
Floresta;2020;2;2113.62;2;Usado
Liniers;2020;2;2207.12;2;Usado
Mataderos;2020;2;2177.73;2;Usado
Monte Castro;2020;2;2469.51;2;Usado
Montserrat;2020;2;2226.85;2;Usado
Nueva Pompeya;2020;2;1536.62;2;Usado
Núñez;2020;2;3305.06;2;Usado
Palermo;2020;2;3358.41;2;Usado
Parque Avellaneda;2020;2;;2;Usado
Parque Chacabuco;2020;2;2420.38;2;Usado
Parque Chas;2020;2;2868.95;2;Usado
Parque Patricios;2020;2;2185.41;2;Usado
Puerto Madero;2020;2;5662.59;2;Usado
Recoleta;2020;2;3175.17;2;Usado
Retiro;2020;2;2850.65;2;Usado
Saavedra;2020;2;3027.72;2;Usado
San Cristóbal;2020;2;2156.34;2;Usado
San Nicolás;2020;2;2365.21;2;Usado
San Telmo;2020;2;2335.28;2;Usado
Vélez Sarsfield;2020;2;2217.56;2;Usado
Villa Crespo;2020;2;2601.52;2;Usado
Villa del Parque;2020;2;2567.08;2;Usado
Villa Devoto;2020;2;2631.57;2;Usado
Villa Gral. Mitre;2020;2;2322.78;2;Usado
Villa Luro;2020;2;2514.79;2;Usado
Villa Ortúzar;2020;2;2758.3;2;Usado
Villa Pueyrredón;2020;2;2652.02;2;Usado
Villa Santa Rita;2020;2;2397.98;2;Usado
Villa Urquiza;2020;2;2918.12;2;Usado
Agronomía;2020;3;2320.53;2;Usado
Almagro;2020;3;2427.69;2;Usado
Balvanera;2020;3;2061.25;2;Usado
Barracas;2020;3;2460.38;2;Usado
Belgrano;2020;3;3099.74;2;Usado
Boca;2020;3;1861.16;2;Usado
Boedo;2020;3;2262.54;2;Usado
Caballito;2020;3;2602.7;2;Usado
Chacarita;2020;3;2556.74;2;Usado
Coghlan;2020;3;3066.1;2;Usado
Colegiales;2020;3;2943.16;2;Usado
Constitución;2020;3;1779.77;2;Usado
Flores;2020;3;2233.86;2;Usado
Floresta;2020;3;2042.51;2;Usado
Liniers;2020;3;2164.31;2;Usado
Mataderos;2020;3;2106.07;2;Usado
Monte Castro;2020;3;2278.11;2;Usado
Montserrat;2020;3;2146.34;2;Usado
Nueva Pompeya;2020;3;1577.75;2;Usado
Núñez;2020;3;3196.81;2;Usado
Palermo;2020;3;3287.84;2;Usado
Parque Avellaneda;2020;3;;2;Usado
Parque Chacabuco;2020;3;2459.9;2;Usado
Parque Chas;2020;3;2739.49;2;Usado
Parque Patricios;2020;3;2081;2;Usado
Puerto Madero;2020;3;5777.41;2;Usado
Recoleta;2020;3;3121.55;2;Usado
Retiro;2020;3;2762.48;2;Usado
Saavedra;2020;3;3028.37;2;Usado
San Cristóbal;2020;3;2095.48;2;Usado
San Nicolás;2020;3;2305.95;2;Usado
San Telmo;2020;3;2230.8;2;Usado
Vélez Sarsfield;2020;3;2122.64;2;Usado
Villa Crespo;2020;3;2537.26;2;Usado
Villa del Parque;2020;3;2413.5;2;Usado
Villa Devoto;2020;3;2583.35;2;Usado
Villa Gral. Mitre;2020;3;2282.6;2;Usado
Villa Luro;2020;3;2408.58;2;Usado
Villa Ortúzar;2020;3;2652.48;2;Usado
Villa Pueyrredón;2020;3;2561.19;2;Usado
Villa Santa Rita;2020;3;2324.4;2;Usado
Villa Urquiza;2020;3;2945.18;2;Usado
Agronomía;2020;4;2465.59;2;Usado
Almagro;2020;4;2370.14;2;Usado
Balvanera;2020;4;2044.59;2;Usado
Barracas;2020;4;2350.66;2;Usado
Belgrano;2020;4;3092.84;2;Usado
Boca;2020;4;1857.63;2;Usado
Boedo;2020;4;2250.94;2;Usado
Caballito;2020;4;2552.78;2;Usado
Chacarita;2020;4;2543.31;2;Usado
Coghlan;2020;4;2921.04;2;Usado
Colegiales;2020;4;2888.72;2;Usado
Constitución;2020;4;1725.91;2;Usado
Flores;2020;4;2171.03;2;Usado
Floresta;2020;4;1973.32;2;Usado
Liniers;2020;4;2166.28;2;Usado
Mataderos;2020;4;2093.72;2;Usado
Monte Castro;2020;4;2218.17;2;Usado
Montserrat;2020;4;2127.8;2;Usado
Nueva Pompeya;2020;4;;2;Usado
Núñez;2020;4;3131.31;2;Usado
Palermo;2020;4;3172.61;2;Usado
Parque Avellaneda;2020;4;;2;Usado
Parque Chacabuco;2020;4;2428.8;2;Usado
Parque Chas;2020;4;2771.1;2;Usado
Parque Patricios;2020;4;2061.21;2;Usado
Puerto Madero;2020;4;5794.3;2;Usado
Recoleta;2020;4;3012.98;2;Usado
Retiro;2020;4;2780.89;2;Usado
Saavedra;2020;4;2848.68;2;Usado
San Cristóbal;2020;4;2121.19;2;Usado
San Nicolás;2020;4;2226.86;2;Usado
San Telmo;2020;4;2173.13;2;Usado
Vélez Sarsfield;2020;4;2190.53;2;Usado
Villa Crespo;2020;4;2489.83;2;Usado
Villa del Parque;2020;4;2369.54;2;Usado
Villa Devoto;2020;4;2505.66;2;Usado
Villa Gral. Mitre;2020;4;2210.75;2;Usado
Villa Luro;2020;4;2298.17;2;Usado
Villa Ortúzar;2020;4;2523.58;2;Usado
Villa Pueyrredón;2020;4;2493.28;2;Usado
Villa Santa Rita;2020;4;2229.81;2;Usado
Villa Urquiza;2020;4;2880.21;2;Usado
Agronomía;2021;1;;2;Usado
Almagro;2021;1;2318.68;2;Usado
Balvanera;2021;1;2022.9;2;Usado
Barracas;2021;1;2289.71;2;Usado
Belgrano;2021;1;2993.01;2;Usado
Boca;2021;1;1845.09;2;Usado
Boedo;2021;1;2178.37;2;Usado
Caballito;2021;1;2529.24;2;Usado
Chacarita;2021;1;2532.73;2;Usado
Coghlan;2021;1;2936.3;2;Usado
Colegiales;2021;1;2850.78;2;Usado
Constitución;2021;1;1684.1;2;Usado
Flores;2021;1;2162.14;2;Usado
Floresta;2021;1;1921.2;2;Usado
Liniers;2021;1;2053.54;2;Usado
Mataderos;2021;1;1986.89;2;Usado
Monte Castro;2021;1;2229.49;2;Usado
Montserrat;2021;1;2055.02;2;Usado
Nueva Pompeya;2021;1;1595.62;2;Usado
Núñez;2021;1;3075.69;2;Usado
Palermo;2021;1;3041.73;2;Usado
Parque Avellaneda;2021;1;2168.43;2;Usado
Parque Chacabuco;2021;1;2325.58;2;Usado
Parque Chas;2021;1;2848.07;2;Usado
Parque Patricios;2021;1;2130.27;2;Usado
Puerto Madero;2021;1;5584.37;2;Usado
Recoleta;2021;1;2966.52;2;Usado
Retiro;2021;1;2679.92;2;Usado
Saavedra;2021;1;2713.34;2;Usado
San Cristóbal;2021;1;2071.9;2;Usado
San Nicolás;2021;1;2116.61;2;Usado
San Telmo;2021;1;2176.83;2;Usado
Vélez Sarsfield;2021;1;2149.96;2;Usado
Villa Crespo;2021;1;2460.89;2;Usado
Villa del Parque;2021;1;2368.44;2;Usado
Villa Devoto;2021;1;2439.84;2;Usado
Villa Gral. Mitre;2021;1;2133.32;2;Usado
Villa Luro;2021;1;2249.31;2;Usado
Villa Ortúzar;2021;1;2513.91;2;Usado
Villa Pueyrredón;2021;1;2473.58;2;Usado
Villa Santa Rita;2021;1;2183.96;2;Usado
Villa Urquiza;2021;1;2785.9;2;Usado
Agronomía;2021;2;2402.24;2;Usado
Almagro;2021;2;2250.39;2;Usado
Balvanera;2021;2;1950.86;2;Usado
Barracas;2021;2;2219.19;2;Usado
Belgrano;2021;2;2911.87;2;Usado
Boca;2021;2;1810.91;2;Usado
Boedo;2021;2;2191.37;2;Usado
Caballito;2021;2;2455.22;2;Usado
Chacarita;2021;2;2444.43;2;Usado
Coghlan;2021;2;2890.27;2;Usado
Colegiales;2021;2;2803.52;2;Usado
Constitución;2021;2;1665.26;2;Usado
Flores;2021;2;2151.9;2;Usado
Floresta;2021;2;1911.87;2;Usado
Liniers;2021;2;2042.99;2;Usado
Mataderos;2021;2;2030.48;2;Usado
Monte Castro;2021;2;2342.84;2;Usado
Montserrat;2021;2;2052.86;2;Usado
Nueva Pompeya;2021;2;1607.63;2;Usado
Núñez;2021;2;3057.96;2;Usado
Palermo;2021;2;2955.46;2;Usado
Parque Avellaneda;2021;2;1852.31;2;Usado
Parque Chacabuco;2021;2;2336.15;2;Usado
Parque Chas;2021;2;2653.53;2;Usado
Parque Patricios;2021;2;2077.38;2;Usado
Puerto Madero;2021;2;5620.6;2;Usado
Recoleta;2021;2;2838.38;2;Usado
Retiro;2021;2;2578.33;2;Usado
Saavedra;2021;2;2724.84;2;Usado
San Cristóbal;2021;2;2047.27;2;Usado
San Nicolás;2021;2;2052.87;2;Usado
San Telmo;2021;2;2093.51;2;Usado
Vélez Sarsfield;2021;2;2018.08;2;Usado
Villa Crespo;2021;2;2404;2;Usado
Villa del Parque;2021;2;2363.17;2;Usado
Villa Devoto;2021;2;2436.3;2;Usado
Villa Gral. Mitre;2021;2;2048.89;2;Usado
Villa Luro;2021;2;2267.22;2;Usado
Villa Ortúzar;2021;2;2577.21;2;Usado
Villa Pueyrredón;2021;2;2466.36;2;Usado
Villa Santa Rita;2021;2;2154.37;2;Usado
Villa Urquiza;2021;2;2787.9;2;Usado
Agronomía;2021;3;2153.46;2;Usado
Almagro;2021;3;2196.11;2;Usado
Balvanera;2021;3;1880.04;2;Usado
Barracas;2021;3;2114.82;2;Usado
Belgrano;2021;3;2849.93;2;Usado
Boca;2021;3;1570.32;2;Usado
Boedo;2021;3;2119.15;2;Usado
Caballito;2021;3;2376.52;2;Usado
Chacarita;2021;3;2415.82;2;Usado
Coghlan;2021;3;2748.38;2;Usado
Colegiales;2021;3;2623.32;2;Usado
Constitución;2021;3;1648.23;2;Usado
Flores;2021;3;2137.76;2;Usado
Floresta;2021;3;1818.63;2;Usado
Liniers;2021;3;2000.27;2;Usado
Mataderos;2021;3;2012.83;2;Usado
Monte Castro;2021;3;2232.96;2;Usado
Montserrat;2021;3;1901.06;2;Usado
Nueva Pompeya;2021;3;1583.23;2;Usado
Núñez;2021;3;3011.71;2;Usado
Palermo;2021;3;2907.36;2;Usado
Parque Avellaneda;2021;3;1858.16;2;Usado
Parque Chacabuco;2021;3;2343.55;2;Usado
Parque Chas;2021;3;2414.38;2;Usado
Parque Patricios;2021;3;1994.15;2;Usado
Puerto Madero;2021;3;;2;Usado
Recoleta;2021;3;2719.43;2;Usado
Retiro;2021;3;2398.64;2;Usado
Saavedra;2021;3;2628.53;2;Usado
San Cristóbal;2021;3;1909.17;2;Usado
San Nicolás;2021;3;1944.47;2;Usado
San Telmo;2021;3;2059.52;2;Usado
