Barrio;Año;Trimestre;Valor;Ambientes;Estado
Colegiales;2022;3;2579.26;1;Usado
Constitución;2022;3;1813.35;1;Usado
Flores;2022;3;2031.66;1;Usado
Floresta;2022;3;2002.94;1;Usado
Liniers;2022;3;1985.95;1;Usado
Monte Castro;2022;3;2095.65;1;Usado
Montserrat;2022;3;2078.34;1;Usado
Núñez;2022;3;2792.47;1;Usado
Palermo;2022;3;2799.41;1;Usado
Parque Chacabuco;2022;3;2170.32;1;Usado
Parque Chas;2022;3;2132.5;1;Usado
Recoleta;2022;3;2673.59;1;Usado
Retiro;2022;3;2331.48;1;Usado
Saavedra;2022;3;2376.87;1;Usado
San Cristóbal;2022;3;1743.02;1;Usado
San Nicolás;2022;3;1950.36;1;Usado
San Telmo;2022;3;2383.85;1;Usado
Vélez Sarsfield;2022;3;1986.8;1;Usado
Villa Crespo;2022;3;2319.2;1;Usado
Villa del Parque;2022;3;2125.92;1;Usado
Villa Devoto;2022;3;2284.46;1;Usado
Villa Gral. Mitre;2022;3;2103.44;1;Usado
Villa Luro;2022;3;2098.1;1;Usado
Villa Ortúzar;2022;3;2122.79;1;Usado
Villa Pueyrredón;2022;3;2244.84;1;Usado
Villa Santa Rita;2022;3;2119.11;1;Usado
Villa Urquiza;2022;3;2422.84;1;Usado
Almagro;2022;4;2143.19;1;Usado
Balvanera;2022;4;1801.75;1;Usado
Barracas;2022;4;2055.97;1;Usado
Belgrano;2022;4;2614.91;1;Usado
Boca;2022;4;1413.09;1;Usado
Boedo;2022;4;1925.9;1;Usado
Caballito;2022;4;2202.53;1;Usado
Chacarita;2022;4;2490.7;1;Usado
Colegiales;2022;4;2621.55;1;Usado
Constitución;2022;4;1877.74;1;Usado
Flores;2022;4;2007.41;1;Usado
Floresta;2022;4;1991.71;1;Usado
Liniers;2022;4;1926.9;1;Usado
Monte Castro;2022;4;2023.79;1;Usado
Montserrat;2022;4;;1;Usado
Núñez;2022;4;;1;Usado
Palermo;2022;4;2817.3;1;Usado
Parque Chacabuco;2022;4;2150.36;1;Usado
Parque Chas;2022;4;2161.74;1;Usado
Recoleta;2022;4;2601.95;1;Usado
Retiro;2022;4;2322.62;1;Usado
Saavedra;2022;4;2419.64;1;Usado
San Cristóbal;2022;4;1781.53;1;Usado
San Nicolás;2022;4;1906.66;1;Usado
San Telmo;2022;4;;1;Usado
Vélez Sarsfield;2022;4;2021.12;1;Usado
Villa Crespo;2022;4;2267.09;1;Usado
Villa del Parque;2022;4;2085.83;1;Usado
Villa Devoto;2022;4;2296.99;1;Usado
Villa Gral. Mitre;2022;4;1992.41;1;Usado
Villa Luro;2022;4;2078.3;1;Usado
Villa Ortúzar;2022;4;2220.68;1;Usado
Villa Pueyrredón;2022;4;2177.48;1;Usado
Villa Santa Rita;2022;4;2104.57;1;Usado
Villa Urquiza;2022;4;2405.46;1;Usado
Almagro;2023;1;2157.02;1;Usado
Balvanera;2023;1;1814.81;1;Usado
Barracas;2023;1;2136.99;1;Usado
Belgrano;2023;1;2701.46;1;Usado
Boca;2023;1;1480.75;1;Usado
Boedo;2023;1;1919.58;1;Usado
Caballito;2023;1;2206.61;1;Usado
Chacarita;2023;1;2508.65;1;Usado
Colegiales;2023;1;2566.81;1;Usado
Constitución;2023;1;1852.22;1;Usado
Flores;2023;1;1963.77;1;Usado
Floresta;2023;1;1923.96;1;Usado
Liniers;2023;1;1857.17;1;Usado
Monte Castro;2023;1;2073.43;1;Usado
Montserrat;2023;1;1983.22;1;Usado
Núñez;2023;1;2714.77;1;Usado
Palermo;2023;1;2843.98;1;Usado
Parque Chacabuco;2023;1;2038.45;1;Usado
Parque Chas;2023;1;2190.82;1;Usado
Recoleta;2023;1;2640.14;1;Usado
Retiro;2023;1;2328.72;1;Usado
Saavedra;2023;1;2401.9;1;Usado
San Cristóbal;2023;1;1803.78;1;Usado
San Nicolás;2023;1;1883.26;1;Usado
San Telmo;2023;1;2114.41;1;Usado
Vélez Sarsfield;2023;1;1904.77;1;Usado
Villa Crespo;2023;1;2257.72;1;Usado
Villa del Parque;2023;1;2106.47;1;Usado
Villa Devoto;2023;1;2269.35;1;Usado
Villa Gral. Mitre;2023;1;2071.77;1;Usado
Villa Luro;2023;1;2024.74;1;Usado
Villa Ortúzar;2023;1;2068.37;1;Usado
Villa Pueyrredón;2023;1;2158.52;1;Usado
Villa Santa Rita;2023;1;2050.62;1;Usado
Villa Urquiza;2023;1;2429.06;1;Usado
Almagro;2023;2;2126.71;1;Usado
Balvanera;2023;2;1809.7;1;Usado
Barracas;2023;2;2118.99;1;Usado
Belgrano;2023;2;2761.2;1;Usado
Boca;2023;2;1587.9;1;Usado
Boedo;2023;2;1935.72;1;Usado
Caballito;2023;2;2204.35;1;Usado
Chacarita;2023;2;2422.47;1;Usado
Colegiales;2023;2;2425.03;1;Usado
Constitución;2023;2;1810.22;1;Usado
Flores;2023;2;1989.88;1;Usado
Floresta;2023;2;1811.53;1;Usado
Liniers;2023;2;1846.21;1;Usado
Monte Castro;2023;2;2033.41;1;Usado
Montserrat;2023;2;1997.66;1;Usado
Núñez;2023;2;2717.66;1;Usado
Palermo;2023;2;2821.66;1;Usado
Parque Chacabuco;2023;2;2084.09;1;Usado
Parque Chas;2023;2;2160.06;1;Usado
Recoleta;2023;2;2663.17;1;Usado
Retiro;2023;2;2384.77;1;Usado
Saavedra;2023;2;2347.19;1;Usado
San Cristóbal;2023;2;1818.18;1;Usado
San Nicolás;2023;2;1889.36;1;Usado
San Telmo;2023;2;2143.06;1;Usado
Vélez Sarsfield;2023;2;1954.46;1;Usado
Villa Crespo;2023;2;2271.37;1;Usado
Villa del Parque;2023;2;2055.49;1;Usado
Villa Devoto;2023;2;2275.2;1;Usado
Villa Gral. Mitre;2023;2;2062;1;Usado
Villa Luro;2023;2;2018.79;1;Usado
Villa Ortúzar;2023;2;2032.32;1;Usado
Villa Pueyrredón;2023;2;2126.28;1;Usado
Villa Santa Rita;2023;2;1956.4;1;Usado
Villa Urquiza;2023;2;2419.71;1;Usado
Almagro;2023;3;2146.59;1;Usado
Balvanera;2023;3;1848.53;1;Usado
Barracas;2023;3;2012.08;1;Usado
Belgrano;2023;3;2772.22;1;Usado
Boca;2023;3;1509.11;1;Usado
Boedo;2023;3;1966.9;1;Usado
Caballito;2023;3;2232.51;1;Usado
Chacarita;2023;3;2430.04;1;Usado
Colegiales;2023;3;2521.14;1;Usado
Constitución;2023;3;1738.27;1;Usado
Flores;2023;3;2041.55;1;Usado
Floresta;2023;3;1801.25;1;Usado
Liniers;2023;3;1847.7;1;Usado
Monte Castro;2023;3;1975.18;1;Usado
Montserrat;2023;3;2011.87;1;Usado
Núñez;2023;3;2727.95;1;Usado
Palermo;2023;3;2885.42;1;Usado
Parque Chacabuco;2023;3;1998.34;1;Usado
Parque Chas;2023;3;2109.8;1;Usado
Recoleta;2023;3;2672.29;1;Usado
Retiro;2023;3;2548.45;1;Usado
Saavedra;2023;3;2359.72;1;Usado
San Cristóbal;2023;3;1834.76;1;Usado
San Nicolás;2023;3;1992.38;1;Usado
San Telmo;2023;3;2159.27;1;Usado
Vélez Sarsfield;2023;3;1950.79;1;Usado
Villa Crespo;2023;3;2315.89;1;Usado
Villa del Parque;2023;3;2114.96;1;Usado
Villa Devoto;2023;3;2286.12;1;Usado
Villa Gral. Mitre;2023;3;2065.83;1;Usado
Villa Luro;2023;3;2000.68;1;Usado
Villa Ortúzar;2023;3;1996.19;1;Usado
Villa Pueyrredón;2023;3;2154.28;1;Usado
Villa Santa Rita;2023;3;1836.58;1;Usado
Villa Urquiza;2023;3;2440.5;1;Usado
Almagro;2023;4;2209.42;1;Usado
Balvanera;2023;4;1823.92;1;Usado
Barracas;2023;4;2004.04;1;Usado
Belgrano;2023;4;2782.09;1;Usado
Boca;2023;4;1539.48;1;Usado
Boedo;2023;4;1995.48;1;Usado
Caballito;2023;4;2286.06;1;Usado
Chacarita;2023;4;2556.09;1;Usado
Colegiales;2023;4;2577.77;1;Usado
Constitución;2023;4;1778.5;1;Usado
Flores;2023;4;1998.36;1;Usado
Floresta;2023;4;1827.41;1;Usado
Liniers;2023;4;1858.45;1;Usado
Monte Castro;2023;4;1964.22;1;Usado
Montserrat;2023;4;2094.81;1;Usado
Núñez;2023;4;2747.39;1;Usado
Palermo;2023;4;2885.59;1;Usado
Parque Chacabuco;2023;4;2073.28;1;Usado
Parque Chas;2023;4;2196.7;1;Usado
Recoleta;2023;4;2668.54;1;Usado
Retiro;2023;4;2569.21;1;Usado
Saavedra;2023;4;2390.74;1;Usado
San Cristóbal;2023;4;1795.12;1;Usado
San Nicolás;2023;4;1962.97;1;Usado
San Telmo;2023;4;2264.21;1;Usado
Vélez Sarsfield;2023;4;1911.45;1;Usado
Villa Crespo;2023;4;2338.08;1;Usado
Villa del Parque;2023;4;2060.14;1;Usado
Villa Devoto;2023;4;2255.59;1;Usado
Villa Gral. Mitre;2023;4;2023.12;1;Usado
Villa Luro;2023;4;2001.31;1;Usado
Villa Ortúzar;2023;4;2048.55;1;Usado
Villa Pueyrredón;2023;4;2146.37;1;Usado
Villa Santa Rita;2023;4;1874.62;1;Usado
Villa Urquiza;2023;4;2445.48;1;Usado
Almagro;2024;1;2242.53;1;Usado
Balvanera;2024;1;1870.05;1;Usado
Barracas;2024;1;2061.02;1;Usado
Belgrano;2024;1;2813.16;1;Usado
Boca;2024;1;1433.63;1;Usado
Boedo;2024;1;2039.4;1;Usado
Caballito;2024;1;2303.33;1;Usado
Chacarita;2024;1;2531.14;1;Usado
Colegiales;2024;1;2632.84;1;Usado
Constitución;2024;1;1866.46;1;Usado
Flores;2024;1;2036.29;1;Usado
Floresta;2024;1;1848.01;1;Usado
Liniers;2024;1;1863.01;1;Usado
Monte Castro;2024;1;2003.71;1;Usado
Montserrat;2024;1;2051.65;1;Usado
Núñez;2024;1;2799.86;1;Usado
Palermo;2024;1;3035.18;1;Usado
Parque Chacabuco;2024;1;2070.94;1;Usado
Parque Chas;2024;1;2231.43;1;Usado
Recoleta;2024;1;2807.45;1;Usado
Retiro;2024;1;2528.1;1;Usado
Saavedra;2024;1;2452.74;1;Usado
San Cristóbal;2024;1;1890.05;1;Usado
San Nicolás;2024;1;2006.42;1;Usado
San Telmo;2024;1;2252.5;1;Usado
Vélez Sarsfield;2024;1;1942.65;1;Usado
Villa Crespo;2024;1;2372.56;1;Usado
Villa del Parque;2024;1;2133.89;1;Usado
Villa Devoto;2024;1;2238.38;1;Usado
Villa Gral. Mitre;2024;1;2080.47;1;Usado
Villa Luro;2024;1;2037.26;1;Usado
Villa Ortúzar;2024;1;2147.59;1;Usado
Villa Pueyrredón;2024;1;2143.37;1;Usado
Villa Santa Rita;2024;1;1905.18;1;Usado
Villa Urquiza;2024;1;2485.58;1;Usado
Almagro;2024;2;2279.28;1;Usado
Balvanera;2024;2;1913.54;1;Usado
Barracas;2024;2;2038.97;1;Usado
Belgrano;2024;2;2909.23;1;Usado
Boca;2024;2;;1;Usado
Boedo;2024;2;2068.27;1;Usado
Caballito;2024;2;2389.82;1;Usado
Chacarita;2024;2;2643.74;1;Usado
Colegiales;2024;2;2764.3;1;Usado
Constitución;2024;2;1841.06;1;Usado
Flores;2024;2;2062.34;1;Usado
Floresta;2024;2;1913.87;1;Usado
Liniers;2024;2;1954;1;Usado
Monte Castro;2024;2;2077.21;1;Usado
Montserrat;2024;2;2204.51;1;Usado
Núñez;2024;2;2895.67;1;Usado
Palermo;2024;2;3058.49;1;Usado
Parque Chacabuco;2024;2;2085.41;1;Usado
Parque Chas;2024;2;2292.3;1;Usado
Recoleta;2024;2;2867.29;1;Usado
Retiro;2024;2;2385.14;1;Usado
Saavedra;2024;2;2431.23;1;Usado
San Cristóbal;2024;2;1918.01;1;Usado
San Nicolás;2024;2;2011.65;1;Usado
San Telmo;2024;2;2194.21;1;Usado
Vélez Sarsfield;2024;2;1936.85;1;Usado
Villa Crespo;2024;2;2442.74;1;Usado
Villa del Parque;2024;2;2193.06;1;Usado
Villa Devoto;2024;2;2371.79;1;Usado
Villa Gral. Mitre;2024;2;2153.29;1;Usado
Villa Luro;2024;2;2031.48;1;Usado
Villa Ortúzar;2024;2;2139.7;1;Usado
Villa Pueyrredón;2024;2;2223.46;1;Usado
Villa Santa Rita;2024;2;1925.79;1;Usado
Villa Urquiza;2024;2;2530.59;1;Usado
Almagro;2024;3;2383.9;1;Usado
Balvanera;2024;3;1916.99;1;Usado
Barracas;2024;3;2080.8;1;Usado
Belgrano;2024;3;2963.51;1;Usado
Boca;2024;3;1512.52;1;Usado
Boedo;2024;3;2147.11;1;Usado
Caballito;2024;3;2401.6;1;Usado
Chacarita;2024;3;2762.62;1;Usado
Colegiales;2024;3;2819.03;1;Usado
Constitución;2024;3;1880.89;1;Usado
Flores;2024;3;2072.17;1;Usado
Floresta;2024;3;1894.84;1;Usado
Liniers;2024;3;1999.76;1;Usado
Monte Castro;2024;3;2061.75;1;Usado
Montserrat;2024;3;2415.86;1;Usado
Núñez;2024;3;2976.99;1;Usado
Palermo;2024;3;3086.33;1;Usado
Parque Chacabuco;2024;3;2181.26;1;Usado
Parque Chas;2024;3;2366.08;1;Usado
Recoleta;2024;3;2899.76;1;Usado
Retiro;2024;3;2573.35;1;Usado
Saavedra;2024;3;2494.22;1;Usado
San Cristóbal;2024;3;1968.74;1;Usado
San Nicolás;2024;3;2021.55;1;Usado
San Telmo;2024;3;2177.78;1;Usado
Vélez Sarsfield;2024;3;1980.32;1;Usado
Villa Crespo;2024;3;2581.5;1;Usado
Villa del Parque;2024;3;2161.81;1;Usado
Villa Devoto;2024;3;2355.05;1;Usado
Villa Gral. Mitre;2024;3;2214.62;1;Usado
Villa Luro;2024;3;2096.1;1;Usado
Villa Ortúzar;2024;3;2290.28;1;Usado
Villa Pueyrredón;2024;3;2334.68;1;Usado
Villa Santa Rita;2024;3;2078.95;1;Usado
Villa Urquiza;2024;3;2574.18;1;Usado
Almagro;2024;4;2353.63;1;Usado
Balvanera;2024;4;1928.18;1;Usado
Barracas;2024;4;2076.75;1;Usado
Belgrano;2024;4;3007.7;1;Usado
Boca;2024;4;1472.16;1;Usado
Boedo;2024;4;2066.69;1;Usado
Caballito;2024;4;2426.02;1;Usado
Chacarita;2024;4;2749.44;1;Usado
Colegiales;2024;4;2813.5;1;Usado
Constitución;2024;4;1902.16;1;Usado
Flores;2024;4;2138.89;1;Usado
Floresta;2024;4;2017.7;1;Usado
Liniers;2024;4;1979.25;1;Usado
Monte Castro;2024;4;2134.3;1;Usado
Montserrat;2024;4;2156.61;1;Usado
Núñez;2024;4;2969.37;1;Usado
Palermo;2024;4;3118.59;1;Usado
Parque Chacabuco;2024;4;2178.86;1;Usado
Parque Chas;2024;4;2403.27;1;Usado
Recoleta;2024;4;2859.78;1;Usado
Retiro;2024;4;2500.57;1;Usado
Saavedra;2024;4;2556.18;1;Usado
San Cristóbal;2024;4;1969.65;1;Usado
San Nicolás;2024;4;2064.27;1;Usado
San Telmo;2024;4;2211.01;1;Usado
Vélez Sarsfield;2024;4;1942.66;1;Usado
Villa Crespo;2024;4;2534.12;1;Usado
Villa del Parque;2024;4;2218.36;1;Usado
Villa Devoto;2024;4;2425.24;1;Usado
Villa Gral. Mitre;2024;4;2244.95;1;Usado
Villa Luro;2024;4;2064.26;1;Usado
Villa Ortúzar;2024;4;2414.02;1;Usado
Villa Pueyrredón;2024;4;2425;1;Usado
Villa Santa Rita;2024;4;2047.41;1;Usado
Villa Urquiza;2024;4;2598.13;1;Usado
Almagro;2025;1;2432.75;1;Usado
Balvanera;2025;1;2069.69;1;Usado
Barracas;2025;1;2124.5;1;Usado
Belgrano;2025;1;3023.5;1;Usado
Boca;2025;1;1497.9;1;Usado
Boedo;2025;1;2032.77;1;Usado
Caballito;2025;1;2508.23;1;Usado
Chacarita;2025;1;2815.75;1;Usado
Colegiales;2025;1;2970.75;1;Usado
Constitución;2025;1;2006.34;1;Usado
Flores;2025;1;2121.6;1;Usado
Floresta;2025;1;2058.42;1;Usado
Liniers;2025;1;2002.35;1;Usado
Monte Castro;2025;1;2079.66;1;Usado
Montserrat;2025;1;2289.9;1;Usado
Núñez;2025;1;3076.83;1;Usado
Palermo;2025;1;3186.94;1;Usado
Parque Chacabuco;2025;1;2316.33;1;Usado
Parque Chas;2025;1;2472.99;1;Usado
Recoleta;2025;1;2852.32;1;Usado
Retiro;2025;1;2485.5;1;Usado
Saavedra;2025;1;2669.79;1;Usado
San Cristóbal;2025;1;2001.87;1;Usado
San Nicolás;2025;1;2085.63;1;Usado
San Telmo;2025;1;2295.13;1;Usado
Vélez Sarsfield;2025;1;1988.58;1;Usado
Villa Crespo;2025;1;2605.98;1;Usado
Villa del Parque;2025;1;2340.21;1;Usado
Villa Devoto;2025;1;2415.91;1;Usado
Villa Gral. Mitre;2025;1;2289.69;1;Usado
Villa Luro;2025;1;2037.01;1;Usado
Villa Ortúzar;2025;1;2500.74;1;Usado
Villa Pueyrredón;2025;1;2402.29;1;Usado
Villa Santa Rita;2025;1;2084.01;1;Usado
Villa Urquiza;2025;1;2740.79;1;Usado
Almagro;2025;2;2398.64;1;Usado
Balvanera;2025;2;2070.22;1;Usado
Barracas;2025;2;2060.29;1;Usado
Belgrano;2025;2;3154.5;1;Usado
Boca;2025;2;1554.59;1;Usado
Boedo;2025;2;2091.79;1;Usado
Caballito;2025;2;2489.85;1;Usado
Chacarita;2025;2;2740.31;1;Usado
Colegiales;2025;2;3004.84;1;Usado
Constitución;2025;2;2000.39;1;Usado
Flores;2025;2;2170.95;1;Usado
Floresta;2025;2;2068.54;1;Usado
Liniers;2025;2;2024.31;1;Usado
Monte Castro;2025;2;2179.72;1;Usado
Montserrat;2025;2;2244.89;1;Usado
Núñez;2025;2;3196.86;1;Usado
Palermo;2025;2;3154.61;1;Usado
Parque Chacabuco;2025;2;2365.3;1;Usado
Parque Chas;2025;2;2527.12;1;Usado
Recoleta;2025;2;2810.93;1;Usado
Retiro;2025;2;2425.1;1;Usado
Saavedra;2025;2;2726.29;1;Usado
San Cristóbal;2025;2;2008.5;1;Usado
San Nicolás;2025;2;2042.78;1;Usado
San Telmo;2025;2;2335.58;1;Usado
Vélez Sarsfield;2025;2;1850.77;1;Usado
Villa Crespo;2025;2;2573.23;1;Usado
Villa del Parque;2025;2;2398.51;1;Usado
Villa Devoto;2025;2;2500.99;1;Usado
Villa Gral. Mitre;2025;2;2244.72;1;Usado
Villa Luro;2025;2;2149.27;1;Usado
Villa Ortúzar;2025;2;2569.86;1;Usado
Villa Pueyrredón;2025;2;2389.05;1;Usado
Villa Santa Rita;2025;2;2161.66;1;Usado
Villa Urquiza;2025;2;2728.32;1;Usado
Almagro;2025;3;2379.03;1;Usado
Balvanera;2025;3;2049.42;1;Usado
Barracas;2025;3;2000.93;1;Usado
Belgrano;2025;3;3158.2;1;Usado
Boca;2025;3;1542.22;1;Usado
Boedo;2025;3;2044.26;1;Usado
Caballito;2025;3;2492.6;1;Usado
Chacarita;2025;3;2708.41;1;Usado
Colegiales;2025;3;3126.03;1;Usado
Constitución;2025;3;2065.18;1;Usado
Flores;2025;3;2208.63;1;Usado
Floresta;2025;3;1994.8;1;Usado
Liniers;2025;3;2058.81;1;Usado
Monte Castro;2025;3;2252.07;1;Usado
Montserrat;2025;3;2256.34;1;Usado
Núñez;2025;3;3224.67;1;Usado
Palermo;2025;3;3160.68;1;Usado
Parque Chacabuco;2025;3;2397.72;1;Usado
Parque Chas;2025;3;2545.02;1;Usado
Recoleta;2025;3;2811.06;1;Usado
Retiro;2025;3;2377.85;1;Usado
Saavedra;2025;3;2700.89;1;Usado
San Cristóbal;2025;3;2016.08;1;Usado
San Nicolás;2025;3;2043.47;1;Usado
San Telmo;2025;3;2270.75;1;Usado
Vélez Sarsfield;2025;3;2031.14;1;Usado
Villa Crespo;2025;3;2561.05;1;Usado
Villa del Parque;2025;3;2415.2;1;Usado
Villa Devoto;2025;3;2423.76;1;Usado
Villa Gral. Mitre;2025;3;2264.27;1;Usado
Villa Luro;2025;3;2111.34;1;Usado
Villa Ortúzar;2025;3;2589.8;1;Usado
Villa Pueyrredón;2025;3;2422.91;1;Usado
Villa Santa Rita;2025;3;2198.9;1;Usado
Villa Urquiza;2025;3;2753.09;1;Usado
