Barrio;Año;Trimestre;Valor;Ambientes;Estado
Villa Gral. Mitre;2021;3;1934.17;3;Usado
Villa Lugano;2021;3;1090.16;3;Usado
Villa Luro;2021;3;2209.89;3;Usado
Villa Ortúzar;2021;3;2471.25;3;Usado
Villa Pueyrredón;2021;3;2286.21;3;Usado
Villa Santa Rita;2021;3;2105.38;3;Usado
Villa Urquiza;2021;3;2783.28;3;Usado
Almagro;2021;4;2130.6;3;Usado
Balvanera;2021;4;1758.78;3;Usado
Barracas;2021;4;2117.46;3;Usado
Belgrano;2021;4;2671.89;3;Usado
Boca;2021;4;1539.95;3;Usado
Boedo;2021;4;2007.18;3;Usado
Caballito;2021;4;2289.1;3;Usado
Chacarita;2021;4;2307.15;3;Usado
Coghlan;2021;4;2694.97;3;Usado
Colegiales;2021;4;2541.21;3;Usado
Constitución;2021;4;1549.85;3;Usado
Flores;2021;4;1897.79;3;Usado
Floresta;2021;4;1833.49;3;Usado
Liniers;2021;4;1977.45;3;Usado
Mataderos;2021;4;1762.73;3;Usado
Monte Castro;2021;4;2056.15;3;Usado
Montserrat;2021;4;1760.59;3;Usado
Nueva Pompeya;2021;4;1567.15;3;Usado
Núñez;2021;4;2814.17;3;Usado
Palermo;2021;4;2808.97;3;Usado
Parque Avellaneda;2021;4;1477.99;3;Usado
Parque Chacabuco;2021;4;2164.62;3;Usado
Parque Patricios;2021;4;1654.97;3;Usado
Puerto Madero;2021;4;;3;Usado
Recoleta;2021;4;2628.06;3;Usado
Retiro;2021;4;2610.94;3;Usado
Saavedra;2021;4;2553.02;3;Usado
San Cristóbal;2021;4;1870.42;3;Usado
San Nicolás;2021;4;1824.09;3;Usado
San Telmo;2021;4;1945.68;3;Usado
Vélez Sarsfield;2021;4;1970.77;3;Usado
Villa Crespo;2021;4;2131.96;3;Usado
Villa del Parque;2021;4;2199.15;3;Usado
Villa Devoto;2021;4;2404.02;3;Usado
Villa Gral. Mitre;2021;4;1805.43;3;Usado
Villa Lugano;2021;4;1066.48;3;Usado
Villa Luro;2021;4;2081.14;3;Usado
Villa Ortúzar;2021;4;2505.89;3;Usado
Villa Pueyrredón;2021;4;2165.58;3;Usado
Villa Santa Rita;2021;4;2091.56;3;Usado
Villa Urquiza;2021;4;2684.51;3;Usado
Almagro;2022;1;2039.97;3;Usado
Balvanera;2022;1;1701.42;3;Usado
Barracas;2022;1;2028.85;3;Usado
Belgrano;2022;1;2615.56;3;Usado
Boca;2022;1;1470.17;3;Usado
Boedo;2022;1;1970.46;3;Usado
Caballito;2022;1;2231.56;3;Usado
Chacarita;2022;1;2257.82;3;Usado
Coghlan;2022;1;2597.56;3;Usado
Colegiales;2022;1;2450.62;3;Usado
Constitución;2022;1;1477;3;Usado
Flores;2022;1;1890.08;3;Usado
Floresta;2022;1;1736.32;3;Usado
Liniers;2022;1;1959.78;3;Usado
Mataderos;2022;1;1774.43;3;Usado
Monte Castro;2022;1;2085.66;3;Usado
Montserrat;2022;1;1718.59;3;Usado
Nueva Pompeya;2022;1;1460.26;3;Usado
Núñez;2022;1;2699.81;3;Usado
Palermo;2022;1;2775.78;3;Usado
Parque Avellaneda;2022;1;1472.05;3;Usado
Parque Chacabuco;2022;1;2091.28;3;Usado
Parque Patricios;2022;1;1638.14;3;Usado
Puerto Madero;2022;1;;3;Usado
Recoleta;2022;1;2592.35;3;Usado
Retiro;2022;1;2601.79;3;Usado
Saavedra;2022;1;2505.07;3;Usado
San Cristóbal;2022;1;1823.39;3;Usado
San Nicolás;2022;1;1746.4;3;Usado
San Telmo;2022;1;1937.01;3;Usado
Vélez Sarsfield;2022;1;1858.74;3;Usado
Villa Crespo;2022;1;2099.58;3;Usado
Villa del Parque;2022;1;2081.75;3;Usado
Villa Devoto;2022;1;2357.44;3;Usado
Villa Gral. Mitre;2022;1;1791.98;3;Usado
Villa Lugano;2022;1;1046.95;3;Usado
Villa Luro;2022;1;2076.48;3;Usado
Villa Ortúzar;2022;1;2356.28;3;Usado
Villa Pueyrredón;2022;1;2050.69;3;Usado
Villa Santa Rita;2022;1;1938.03;3;Usado
Villa Urquiza;2022;1;2608.98;3;Usado
Almagro;2022;2;1971.12;3;Usado
Balvanera;2022;2;1654.18;3;Usado
Barracas;2022;2;2062.95;3;Usado
Belgrano;2022;2;2549.86;3;Usado
Boca;2022;2;1400.09;3;Usado
Boedo;2022;2;1887.57;3;Usado
Caballito;2022;2;2162.39;3;Usado
Chacarita;2022;2;2249.44;3;Usado
Coghlan;2022;2;2477.74;3;Usado
Colegiales;2022;2;2367.61;3;Usado
Constitución;2022;2;1461.22;3;Usado
Flores;2022;2;1849.05;3;Usado
Floresta;2022;2;1712.18;3;Usado
Liniers;2022;2;1948.16;3;Usado
Mataderos;2022;2;1743.41;3;Usado
Monte Castro;2022;2;2119.32;3;Usado
Montserrat;2022;2;1684.28;3;Usado
Nueva Pompeya;2022;2;1426.35;3;Usado
Núñez;2022;2;2693.78;3;Usado
Palermo;2022;2;2715.12;3;Usado
Parque Avellaneda;2022;2;1437.46;3;Usado
Parque Chacabuco;2022;2;2019.68;3;Usado
Parque Patricios;2022;2;1659.38;3;Usado
Puerto Madero;2022;2;5142.52;3;Usado
Recoleta;2022;2;2517.19;3;Usado
Retiro;2022;2;2546.97;3;Usado
Saavedra;2022;2;2405.71;3;Usado
San Cristóbal;2022;2;1718.39;3;Usado
San Nicolás;2022;2;1669.12;3;Usado
San Telmo;2022;2;1871.71;3;Usado
Vélez Sarsfield;2022;2;1813.13;3;Usado
Villa Crespo;2022;2;2051.54;3;Usado
Villa del Parque;2022;2;2021.61;3;Usado
Villa Devoto;2022;2;2349.25;3;Usado
Villa Gral. Mitre;2022;2;1763.5;3;Usado
Villa Lugano;2022;2;1019.19;3;Usado
Villa Luro;2022;2;1958.08;3;Usado
Villa Ortúzar;2022;2;2295.38;3;Usado
Villa Pueyrredón;2022;2;2032.16;3;Usado
Villa Santa Rita;2022;2;1935.79;3;Usado
Villa Urquiza;2022;2;2554.01;3;Usado
Almagro;2022;3;1914.69;3;Usado
Balvanera;2022;3;1628.91;3;Usado
Barracas;2022;3;1965.2;3;Usado
Belgrano;2022;3;2543.68;3;Usado
Boca;2022;3;1358.75;3;Usado
Boedo;2022;3;1871.14;3;Usado
Caballito;2022;3;2124.76;3;Usado
Chacarita;2022;3;2120.03;3;Usado
Coghlan;2022;3;2494.62;3;Usado
Colegiales;2022;3;2370.28;3;Usado
Constitución;2022;3;1414.96;3;Usado
Flores;2022;3;1794.26;3;Usado
Floresta;2022;3;1697.11;3;Usado
Liniers;2022;3;1848.69;3;Usado
Mataderos;2022;3;1775.28;3;Usado
Monte Castro;2022;3;2001.4;3;Usado
Montserrat;2022;3;1662.55;3;Usado
Nueva Pompeya;2022;3;1399.37;3;Usado
Núñez;2022;3;2659.46;3;Usado
Palermo;2022;3;2665.84;3;Usado
Parque Avellaneda;2022;3;1388.42;3;Usado
Parque Chacabuco;2022;3;1903.31;3;Usado
Parque Patricios;2022;3;1572.38;3;Usado
Puerto Madero;2022;3;5249.68;3;Usado
Recoleta;2022;3;2495.04;3;Usado
Retiro;2022;3;;3;Usado
Saavedra;2022;3;2387.49;3;Usado
San Cristóbal;2022;3;1637.2;3;Usado
San Nicolás;2022;3;1661.59;3;Usado
San Telmo;2022;3;1842.46;3;Usado
Vélez Sarsfield;2022;3;1772.65;3;Usado
Villa Crespo;2022;3;1964.53;3;Usado
Villa del Parque;2022;3;2028.98;3;Usado
Villa Devoto;2022;3;2319.27;3;Usado
Villa Gral. Mitre;2022;3;1693.34;3;Usado
Villa Lugano;2022;3;1015.3;3;Usado
Villa Luro;2022;3;1970.28;3;Usado
Villa Ortúzar;2022;3;2301.35;3;Usado
Villa Pueyrredón;2022;3;2022.9;3;Usado
Villa Santa Rita;2022;3;1966.91;3;Usado
Villa Urquiza;2022;3;2515.46;3;Usado
Almagro;2022;4;1858.24;3;Usado
Balvanera;2022;4;1561.43;3;Usado
Barracas;2022;4;1904.59;3;Usado
Belgrano;2022;4;2511.89;3;Usado
Boca;2022;4;1323.23;3;Usado
Boedo;2022;4;1869.21;3;Usado
Caballito;2022;4;2071.02;3;Usado
Chacarita;2022;4;2057.44;3;Usado
Coghlan;2022;4;2371.32;3;Usado
Colegiales;2022;4;2309;3;Usado
Constitución;2022;4;1363.87;3;Usado
Flores;2022;4;1774.78;3;Usado
Floresta;2022;4;1719.96;3;Usado
Liniers;2022;4;1806.28;3;Usado
Mataderos;2022;4;;3;Usado
Monte Castro;2022;4;1856.96;3;Usado
Montserrat;2022;4;1602.46;3;Usado
Nueva Pompeya;2022;4;1408.42;3;Usado
Núñez;2022;4;2613.92;3;Usado
Palermo;2022;4;2689.75;3;Usado
Parque Avellaneda;2022;4;1382.79;3;Usado
Parque Chacabuco;2022;4;1926.54;3;Usado
Parque Patricios;2022;4;1549.87;3;Usado
Puerto Madero;2022;4;;3;Usado
Recoleta;2022;4;2450.39;3;Usado
Retiro;2022;4;2479.77;3;Usado
Saavedra;2022;4;2358.38;3;Usado
San Cristóbal;2022;4;1648.45;3;Usado
San Nicolás;2022;4;1648.2;3;Usado
San Telmo;2022;4;1792.52;3;Usado
Vélez Sarsfield;2022;4;1712.6;3;Usado
Villa Crespo;2022;4;1938.08;3;Usado
Villa del Parque;2022;4;1995.08;3;Usado
Villa Devoto;2022;4;2281.72;3;Usado
Villa Gral. Mitre;2022;4;1659.7;3;Usado
Villa Lugano;2022;4;999.36;3;Usado
Villa Luro;2022;4;1962.79;3;Usado
Villa Ortúzar;2022;4;2358.09;3;Usado
Villa Pueyrredón;2022;4;1978.7;3;Usado
Villa Santa Rita;2022;4;1954.06;3;Usado
Villa Urquiza;2022;4;2498.41;3;Usado
Almagro;2023;1;1854.59;3;Usado
Balvanera;2023;1;1558.65;3;Usado
Barracas;2023;1;1863.66;3;Usado
Belgrano;2023;1;2456.33;3;Usado
Boca;2023;1;1311.2;3;Usado
Boedo;2023;1;1858.92;3;Usado
Caballito;2023;1;2047.35;3;Usado
Chacarita;2023;1;2086.72;3;Usado
Coghlan;2023;1;2380.48;3;Usado
Colegiales;2023;1;2294.02;3;Usado
Constitución;2023;1;1341.74;3;Usado
Flores;2023;1;1765.54;3;Usado
Floresta;2023;1;1664.97;3;Usado
Liniers;2023;1;1819.3;3;Usado
Mataderos;2023;1;1734.46;3;Usado
Monte Castro;2023;1;1844.19;3;Usado
Montserrat;2023;1;1577.77;3;Usado
Nueva Pompeya;2023;1;1372.13;3;Usado
Núñez;2023;1;2526.52;3;Usado
Palermo;2023;1;2640.48;3;Usado
Parque Avellaneda;2023;1;1366.26;3;Usado
Parque Chacabuco;2023;1;1859.02;3;Usado
Parque Patricios;2023;1;1531.6;3;Usado
Puerto Madero;2023;1;5239.76;3;Usado
Recoleta;2023;1;2434.51;3;Usado
Retiro;2023;1;2425.79;3;Usado
Saavedra;2023;1;2336.29;3;Usado
San Cristóbal;2023;1;1614.45;3;Usado
San Nicolás;2023;1;1647.74;3;Usado
San Telmo;2023;1;1736.16;3;Usado
Vélez Sarsfield;2023;1;1668.16;3;Usado
Villa Crespo;2023;1;1927.47;3;Usado
Villa del Parque;2023;1;2029.33;3;Usado
Villa Devoto;2023;1;2299.76;3;Usado
Villa Gral. Mitre;2023;1;1636.01;3;Usado
Villa Lugano;2023;1;984.82;3;Usado
Villa Luro;2023;1;1928.04;3;Usado
Villa Ortúzar;2023;1;2295.65;3;Usado
Villa Pueyrredón;2023;1;2078.6;3;Usado
Villa Santa Rita;2023;1;1941.52;3;Usado
Villa Urquiza;2023;1;2469.07;3;Usado
Almagro;2023;2;1825.19;3;Usado
Balvanera;2023;2;1549.02;3;Usado
Barracas;2023;2;1853.29;3;Usado
Belgrano;2023;2;2434.67;3;Usado
Boca;2023;2;1268.3;3;Usado
Boedo;2023;2;1753.92;3;Usado
Caballito;2023;2;2023.82;3;Usado
Chacarita;2023;2;2143.87;3;Usado
Coghlan;2023;2;2306.75;3;Usado
Colegiales;2023;2;2274.03;3;Usado
Constitución;2023;2;1303.13;3;Usado
Flores;2023;2;1729.89;3;Usado
Floresta;2023;2;1637.94;3;Usado
Liniers;2023;2;1791.18;3;Usado
Mataderos;2023;2;1734.24;3;Usado
Monte Castro;2023;2;1938.12;3;Usado
Montserrat;2023;2;1539.41;3;Usado
Nueva Pompeya;2023;2;1340.66;3;Usado
Núñez;2023;2;2478.84;3;Usado
Palermo;2023;2;2613.73;3;Usado
Parque Avellaneda;2023;2;1351.55;3;Usado
Parque Chacabuco;2023;2;1800.15;3;Usado
Parque Patricios;2023;2;1530.75;3;Usado
Puerto Madero;2023;2;5315.37;3;Usado
Recoleta;2023;2;2428.93;3;Usado
Retiro;2023;2;2385.02;3;Usado
Saavedra;2023;2;2273.07;3;Usado
San Cristóbal;2023;2;1590.77;3;Usado
San Nicolás;2023;2;1654.38;3;Usado
San Telmo;2023;2;1711.1;3;Usado
Vélez Sarsfield;2023;2;1688.14;3;Usado
Villa Crespo;2023;2;1927.17;3;Usado
Villa del Parque;2023;2;2007.67;3;Usado
Villa Devoto;2023;2;2229.87;3;Usado
Villa Gral. Mitre;2023;2;1679.64;3;Usado
Villa Lugano;2023;2;995.12;3;Usado
Villa Luro;2023;2;1856.16;3;Usado
Villa Ortúzar;2023;2;2324.52;3;Usado
Villa Pueyrredón;2023;2;2011.58;3;Usado
Villa Santa Rita;2023;2;1875.62;3;Usado
Villa Urquiza;2023;2;2439.36;3;Usado
Almagro;2023;3;1833.18;3;Usado
Balvanera;2023;3;1521.09;3;Usado
Barracas;2023;3;1894.95;3;Usado
Belgrano;2023;3;2455.46;3;Usado
Boca;2023;3;1241.69;3;Usado
Boedo;2023;3;1743.66;3;Usado
Caballito;2023;3;1988.8;3;Usado
Chacarita;2023;3;2100.85;3;Usado
Coghlan;2023;3;2256.97;3;Usado
Colegiales;2023;3;2319.66;3;Usado
Constitución;2023;3;1250.81;3;Usado
Flores;2023;3;1662.84;3;Usado
Floresta;2023;3;1610.51;3;Usado
Liniers;2023;3;1758.4;3;Usado
Mataderos;2023;3;1685.26;3;Usado
Monte Castro;2023;3;1907.74;3;Usado
Montserrat;2023;3;1549.56;3;Usado
Nueva Pompeya;2023;3;1409.27;3;Usado
Núñez;2023;3;2475.67;3;Usado
Palermo;2023;3;2580.83;3;Usado
Parque Avellaneda;2023;3;1329.76;3;Usado
Parque Chacabuco;2023;3;1800.1;3;Usado
Parque Patricios;2023;3;1501.69;3;Usado
Puerto Madero;2023;3;5359.04;3;Usado
Recoleta;2023;3;2443.55;3;Usado
Retiro;2023;3;2412.05;3;Usado
Saavedra;2023;3;2270.21;3;Usado
San Cristóbal;2023;3;1588.87;3;Usado
San Nicolás;2023;3;1689.84;3;Usado
San Telmo;2023;3;1659.31;3;Usado
Vélez Sarsfield;2023;3;1686.99;3;Usado
Villa Crespo;2023;3;1878.83;3;Usado
Villa del Parque;2023;3;2021.14;3;Usado
Villa Devoto;2023;3;2137.01;3;Usado
Villa Gral. Mitre;2023;3;1655.76;3;Usado
Villa Lugano;2023;3;969.07;3;Usado
Villa Luro;2023;3;1837.07;3;Usado
Villa Ortúzar;2023;3;2239.24;3;Usado
Villa Pueyrredón;2023;3;1939.13;3;Usado
Villa Santa Rita;2023;3;1813.23;3;Usado
Villa Urquiza;2023;3;2424.98;3;Usado
Almagro;2023;4;1843.89;3;Usado
Balvanera;2023;4;1489.91;3;Usado
Barracas;2023;4;1894.95;3;Usado
Belgrano;2023;4;2469.12;3;Usado
Boca;2023;4;1223.28;3;Usado
Boedo;2023;4;1743.04;3;Usado
Caballito;2023;4;1995.92;3;Usado
Chacarita;2023;4;2139.09;3;Usado
Coghlan;2023;4;2452.41;3;Usado
Colegiales;2023;4;2369.84;3;Usado
Constitución;2023;4;1222.55;3;Usado
Flores;2023;4;1647.3;3;Usado
Floresta;2023;4;1631.73;3;Usado
Liniers;2023;4;1749.07;3;Usado
Mataderos;2023;4;;3;Usado
Monte Castro;2023;4;1923.27;3;Usado
Montserrat;2023;4;1597.54;3;Usado
Nueva Pompeya;2023;4;1375.65;3;Usado
Núñez;2023;4;2531.71;3;Usado
Palermo;2023;4;2585.45;3;Usado
Parque Avellaneda;2023;4;1321.84;3;Usado
Parque Chacabuco;2023;4;1793.03;3;Usado
Parque Patricios;2023;4;1459.15;3;Usado
Puerto Madero;2023;4;5428.57;3;Usado
Recoleta;2023;4;2450.34;3;Usado
Retiro;2023;4;2400.07;3;Usado
Saavedra;2023;4;2264.14;3;Usado
San Cristóbal;2023;4;1576.59;3;Usado
San Nicolás;2023;4;1692.39;3;Usado
San Telmo;2023;4;1648.66;3;Usado
Vélez Sarsfield;2023;4;1644.54;3;Usado
Villa Crespo;2023;4;1901.69;3;Usado
Villa del Parque;2023;4;2026.57;3;Usado
Villa Devoto;2023;4;2163.54;3;Usado
Villa Gral. Mitre;2023;4;1635.81;3;Usado
Villa Lugano;2023;4;936.14;3;Usado
Villa Luro;2023;4;1855.36;3;Usado
Villa Ortúzar;2023;4;2189.53;3;Usado
Villa Pueyrredón;2023;4;1878.85;3;Usado
Villa Santa Rita;2023;4;1782.44;3;Usado
Villa Urquiza;2023;4;2391.56;3;Usado
Almagro;2024;1;1870.26;3;Usado
Balvanera;2024;1;1534.79;3;Usado
Barracas;2024;1;1851.18;3;Usado
Belgrano;2024;1;2470.22;3;Usado
Boca;2024;1;1263.8;3;Usado
Boedo;2024;1;1777.82;3;Usado
Caballito;2024;1;2041.99;3;Usado
Chacarita;2024;1;2109.93;3;Usado
Coghlan;2024;1;2355.3;3;Usado
Colegiales;2024;1;2442.03;3;Usado
Constitución;2024;1;1248.62;3;Usado
Flores;2024;1;1680.62;3;Usado
Floresta;2024;1;1622.82;3;Usado
Liniers;2024;1;1745.58;3;Usado
Mataderos;2024;1;1714.27;3;Usado
Monte Castro;2024;1;1980.47;3;Usado
Montserrat;2024;1;1582.19;3;Usado
Nueva Pompeya;2024;1;1410.34;3;Usado
Núñez;2024;1;2512.32;3;Usado
Palermo;2024;1;2654.53;3;Usado
Parque Avellaneda;2024;1;1351.42;3;Usado
Parque Chacabuco;2024;1;1814.18;3;Usado
Parque Patricios;2024;1;1519.37;3;Usado
Puerto Madero;2024;1;5485.21;3;Usado
Recoleta;2024;1;2497.77;3;Usado
Retiro;2024;1;2401.61;3;Usado
Saavedra;2024;1;2212.58;3;Usado
San Cristóbal;2024;1;1584.89;3;Usado
San Nicolás;2024;1;1725.8;3;Usado
San Telmo;2024;1;1677.71;3;Usado
Vélez Sarsfield;2024;1;1611.47;3;Usado
Villa Crespo;2024;1;1928.86;3;Usado
Villa del Parque;2024;1;2044.07;3;Usado
Villa Devoto;2024;1;2231.81;3;Usado
Villa Gral. Mitre;2024;1;1689.14;3;Usado
Villa Lugano;2024;1;944.66;3;Usado
Villa Luro;2024;1;1768.23;3;Usado
Villa Ortúzar;2024;1;2324.5;3;Usado
Villa Pueyrredón;2024;1;1891.91;3;Usado
Villa Santa Rita;2024;1;1844.23;3;Usado
Villa Urquiza;2024;1;2472.23;3;Usado
Almagro;2024;2;1893.2;3;Usado
Balvanera;2024;2;1551.88;3;Usado
Barracas;2024;2;1779.02;3;Usado
Belgrano;2024;2;2514.66;3;Usado
Boca;2024;2;1255.15;3;Usado
Boedo;2024;2;1779.98;3;Usado
Caballito;2024;2;2086.69;3;Usado
Chacarita;2024;2;2159.93;3;Usado
Coghlan;2024;2;2325.72;3;Usado
Colegiales;2024;2;2375.56;3;Usado
Constitución;2024;2;1314.1;3;Usado
Flores;2024;2;1681.5;3;Usado
Floresta;2024;2;1619.58;3;Usado
Liniers;2024;2;1751.65;3;Usado
Mataderos;2024;2;1637.65;3;Usado
Monte Castro;2024;2;1977.07;3;Usado
Montserrat;2024;2;1542.53;3;Usado
Nueva Pompeya;2024;2;1298.16;3;Usado
Núñez;2024;2;2531.14;3;Usado
Palermo;2024;2;2681.68;3;Usado
Parque Avellaneda;2024;2;1329.46;3;Usado
Parque Chacabuco;2024;2;1818.56;3;Usado
Parque Patricios;2024;2;1514.24;3;Usado
Puerto Madero;2024;2;5493.38;3;Usado
Recoleta;2024;2;2477.6;3;Usado
Retiro;2024;2;2315.13;3;Usado
Saavedra;2024;2;2262.8;3;Usado
San Cristóbal;2024;2;1587.41;3;Usado
San Nicolás;2024;2;1681.06;3;Usado
San Telmo;2024;2;1709.95;3;Usado
Vélez Sarsfield;2024;2;1517.61;3;Usado
Villa Crespo;2024;2;1989.7;3;Usado
Villa del Parque;2024;2;2087.41;3;Usado
Villa Devoto;2024;2;2187.56;3;Usado
Villa Gral. Mitre;2024;2;1737.21;3;Usado
Villa Lugano;2024;2;967.74;3;Usado
Villa Luro;2024;2;1736.4;3;Usado
Villa Ortúzar;2024;2;2572.14;3;Usado
Villa Pueyrredón;2024;2;1891.64;3;Usado
Villa Santa Rita;2024;2;1932.65;3;Usado
Villa Urquiza;2024;2;2461.15;3;Usado
Almagro;2024;3;1941.13;3;Usado
Balvanera;2024;3;1557.97;3;Usado
Barracas;2024;3;1802.66;3;Usado
Belgrano;2024;3;2637.37;3;Usado
Boca;2024;3;1315.81;3;Usado
Boedo;2024;3;1897.75;3;Usado
Caballito;2024;3;2162.42;3;Usado
Chacarita;2024;3;2118.5;3;Usado
Coghlan;2024;3;2467.54;3;Usado
Colegiales;2024;3;2403.16;3;Usado
Constitución;2024;3;1303.29;3;Usado
Flores;2024;3;1710.2;3;Usado
Floresta;2024;3;1601.31;3;Usado
Liniers;2024;3;1731.95;3;Usado
Mataderos;2024;3;1654.97;3;Usado
Monte Castro;2024;3;1995.42;3;Usado
Montserrat;2024;3;1595.27;3;Usado
Nueva Pompeya;2024;3;1343.36;3;Usado
Núñez;2024;3;2537.42;3;Usado
Palermo;2024;3;2764.37;3;Usado
Parque Avellaneda;2024;3;1348.87;3;Usado
Parque Chacabuco;2024;3;1921.14;3;Usado
Parque Patricios;2024;3;1484.44;3;Usado
Puerto Madero;2024;3;5318.75;3;Usado
Recoleta;2024;3;2582.51;3;Usado
Retiro;2024;3;2492.03;3;Usado
Saavedra;2024;3;2394.64;3;Usado
San Cristóbal;2024;3;1653.94;3;Usado
San Nicolás;2024;3;1715.52;3;Usado
San Telmo;2024;3;1752.01;3;Usado
Vélez Sarsfield;2024;3;1554.84;3;Usado
Villa Crespo;2024;3;2043.75;3;Usado
Villa del Parque;2024;3;2048.68;3;Usado
Villa Devoto;2024;3;2266.97;3;Usado
Villa Gral. Mitre;2024;3;1775.67;3;Usado
Villa Lugano;2024;3;973.86;3;Usado
Villa Luro;2024;3;1807.74;3;Usado
Villa Ortúzar;2024;3;;3;Usado
Villa Pueyrredón;2024;3;1874.39;3;Usado
Villa Santa Rita;2024;3;1939.42;3;Usado
Villa Urquiza;2024;3;2599.14;3;Usado
Almagro;2024;4;1996.93;3;Usado
Balvanera;2024;4;1563.86;3;Usado
Barracas;2024;4;1780.91;3;Usado
Belgrano;2024;4;2592.4;3;Usado
Boca;2024;4;1326.61;3;Usado
Boedo;2024;4;1876.02;3;Usado
Caballito;2024;4;2139.46;3;Usado
Chacarita;2024;4;2319.79;3;Usado
Coghlan;2024;4;2314.34;3;Usado
Colegiales;2024;4;2528.09;3;Usado
Constitución;2024;4;1294.86;3;Usado
Flores;2024;4;1732.06;3;Usado
Floresta;2024;4;1601.05;3;Usado
Liniers;2024;4;1714.79;3;Usado
Mataderos;2024;4;1672.62;3;Usado
Monte Castro;2024;4;2093.78;3;Usado
Montserrat;2024;4;1573.64;3;Usado
Nueva Pompeya;2024;4;1349.1;3;Usado
Núñez;2024;4;2562.92;3;Usado
Palermo;2024;4;2760.61;3;Usado
Parque Avellaneda;2024;4;1314.91;3;Usado
Parque Chacabuco;2024;4;1957.83;3;Usado
Parque Patricios;2024;4;1569.26;3;Usado
Puerto Madero;2024;4;5502.49;3;Usado
Recoleta;2024;4;2586.96;3;Usado
Retiro;2024;4;2310.22;3;Usado
Saavedra;2024;4;2370.46;3;Usado
San Cristóbal;2024;4;1656.06;3;Usado
San Nicolás;2024;4;1649.41;3;Usado
San Telmo;2024;4;1810.31;3;Usado
Vélez Sarsfield;2024;4;1580.01;3;Usado
Villa Crespo;2024;4;2072.33;3;Usado
Villa del Parque;2024;4;2048.61;3;Usado
Villa Devoto;2024;4;2188.32;3;Usado
Villa Gral. Mitre;2024;4;1784.01;3;Usado
Villa Lugano;2024;4;980.63;3;Usado
Villa Luro;2024;4;1824.08;3;Usado
Villa Ortúzar;2024;4;;3;Usado
Villa Pueyrredón;2024;4;1950.8;3;Usado
Villa Santa Rita;2024;4;1951.11;3;Usado
Villa Urquiza;2024;4;2604.55;3;Usado
Almagro;2025;1;2040;3;Usado
Balvanera;2025;1;1586.33;3;Usado
Barracas;2025;1;1808.72;3;Usado
Belgrano;2025;1;2646.09;3;Usado
Boca;2025;1;1320.41;3;Usado
Boedo;2025;1;1882.12;3;Usado
Caballito;2025;1;2168.3;3;Usado
Chacarita;2025;1;2359.19;3;Usado
Coghlan;2025;1;2458.82;3;Usado
Colegiales;2025;1;2670.14;3;Usado
Constitución;2025;1;1331.41;3;Usado
Flores;2025;1;1772.63;3;Usado
Floresta;2025;1;1654.76;3;Usado
Liniers;2025;1;1756.1;3;Usado
Mataderos;2025;1;1779.68;3;Usado
Monte Castro;2025;1;2039.38;3;Usado
Montserrat;2025;1;1623.44;3;Usado
Nueva Pompeya;2025;1;1377.89;3;Usado
Núñez;2025;1;2882.64;3;Usado
Palermo;2025;1;2774.04;3;Usado
Parque Avellaneda;2025;1;1525.02;3;Usado
Parque Chacabuco;2025;1;2015.96;3;Usado
Parque Patricios;2025;1;1567;3;Usado
Puerto Madero;2025;1;5596.18;3;Usado
Recoleta;2025;1;2687.73;3;Usado
Retiro;2025;1;2317.41;3;Usado
Saavedra;2025;1;2448.17;3;Usado
San Cristóbal;2025;1;1714.29;3;Usado
San Nicolás;2025;1;1724.17;3;Usado
San Telmo;2025;1;1798.98;3;Usado
Vélez Sarsfield;2025;1;1635.07;3;Usado
Villa Crespo;2025;1;2081.99;3;Usado
Villa del Parque;2025;1;2115.69;3;Usado
Villa Devoto;2025;1;2451.05;3;Usado
Villa Gral. Mitre;2025;1;1783.01;3;Usado
Villa Lugano;2025;1;1030.49;3;Usado
Villa Luro;2025;1;1883.76;3;Usado
Villa Ortúzar;2025;1;;3;Usado
Villa Pueyrredón;2025;1;2008.91;3;Usado
Villa Santa Rita;2025;1;2134.52;3;Usado
Villa Urquiza;2025;1;2655.3;3;Usado
Almagro;2025;2;2061.96;3;Usado
Balvanera;2025;2;1593.59;3;Usado
Barracas;2025;2;1850.51;3;Usado
Belgrano;2025;2;2643.9;3;Usado
Boca;2025;2;1307.58;3;Usado
Boedo;2025;2;1895.91;3;Usado
Caballito;2025;2;2163.41;3;Usado
Chacarita;2025;2;2288.77;3;Usado
Coghlan;2025;2;2549.98;3;Usado
Colegiales;2025;2;2620.89;3;Usado
Constitución;2025;2;1327.79;3;Usado
Flores;2025;2;1800.9;3;Usado
Floresta;2025;2;1645.7;3;Usado
Liniers;2025;2;1766.53;3;Usado
Mataderos;2025;2;1773.84;3;Usado
Monte Castro;2025;2;1983.19;3;Usado
Montserrat;2025;2;1635.35;3;Usado
Nueva Pompeya;2025;2;1373.06;3;Usado
Núñez;2025;2;2807.42;3;Usado
Palermo;2025;2;2785.1;3;Usado
Parque Avellaneda;2025;2;1490.16;3;Usado
Parque Chacabuco;2025;2;2064.57;3;Usado
Parque Patricios;2025;2;1609.83;3;Usado
Puerto Madero;2025;2;5611.3;3;Usado
Recoleta;2025;2;2652.63;3;Usado
Retiro;2025;2;2368.83;3;Usado
Saavedra;2025;2;2475.57;3;Usado
San Cristóbal;2025;2;1686;3;Usado
